No.,Sentence,StemWords,MatchWords,Use
10,The  copyright  of  this  thesis  rests  with  the  author.,"['copyright', 'thesi', 'rest', 'author']",set(),N
11,"Quotation  from  it  is  permitted,  provided  that full  acknowledgement is made.","['quotat', 'permit', 'provid', 'full', 'acknowledg', 'made']",set(),N
12,This thesis may not be  reproduced without the prior written consent o f the author.,"['thesi', 'may', 'reproduc', 'without', 'prior', 'written', 'consent', 'f', 'author']",set(),N
13,"I  warrant that this  authorization  does  not,  to the  best of my  belief,  infringe the  rights of any third party.","['warrant', 'author', 'best', 'belief', 'infring', 'right', 'third', 'parti']",set(),N
14,"Abstract  The  aim  of this  thesis  is  to  advance  a  theory  of friendship  and  estrangement  between  states as an explanation for the emergence and decline of interstate security cooperation,  defined  as  costly  investment  in  a  shared  international  institution.","['abstract', 'aim', 'thesi', 'advanc', 'theori', 'friendship', 'estrang', 'state', 'explan', 'emerg', 'declin', 'interst', 'secur', 'cooper', 'defin', 'costli', 'invest', 'share', 'intern', 'institut']","{'secur', 'intern'}",Y
15,"It  seeks to  illuminate  dynamics  in  (West)German-American  relations  between  1945  and  1995,  specifically  Germany’s subsequent investment in three different security  institutions for the purpose  of ‘European  security’  which  gradually  excluded  the  United  States:  the  North  Atlantic  Treaty  Organization  (1945-55),  the  Conference  on  Security  and  Cooperation  in  Europe  (1965-75)  and  the  EU’s  Common  Foreign  and  Security  Policy  (1985-95).","['seek', 'illumin', 'dynam', 'west', 'relat', 'specif', 'germani', 'subsequ', 'invest', 'three', 'differ', 'secur', 'institut', 'purpos', 'european', 'secur', 'gradual', 'exclud', 'unit', 'state', 'north', 'atlant', 'treati', 'organ', 'confer', 'secur', 'cooper', 'europ', 'eu', 'common', 'foreign', 'secur', 'polici']","{'secur', 'organ'}",Y
16,"Suggesting  that  the  three  dominant  IR  paradigms -   realism,  institutionalism  and  constructivism  -   cannot  explain  this  dynamic, the  thesis  applies  a  phenomenological  lens  to  explore  the  parameters  of the  national  security  interest  and  the  motivation  for  security  cooperation  by interrogating what it means for the state to exist.","['suggest', 'three', 'domin', 'ir', 'paradigm', 'realism', 'institution', 'constructiv', 'explain', 'dynam', 'thesi', 'appli', 'phenomenolog', 'len', 'explor', 'paramet', 'nation', 'secur', 'interest', 'motiv', 'secur', 'cooper', 'interrog', 'mean', 'state', 'exist']",{'secur'},Y
17,"Combining  insights  from  Heidegger  and  Aristotle,  the  first  part  argues  that  states  (i)  attempt to control anxiety through the formulation of an authentic biographical narrative  inscribed  in  space  and  time,  and  that  they  (ii)  attempt  to  stabilize  their  narrative  by  embedding  it  in  a  project  of  ‘world  building’  negotiated  with  friends  through  shared  institutions.","['combin', 'insight', 'heidegg', 'aristotl', 'first', 'part', 'argu', 'state', 'attempt', 'control', 'anxieti', 'formul', 'authent', 'biograph', 'narr', 'inscrib', 'space', 'time', 'ii', 'attempt', 'stabil', 'narr', 'embed', 'project', 'world', 'build', 'negoti', 'friend', 'share', 'institut']",{'control'},Y
18,It  further  argues  that  (iii)  enduring  dissonance  within  this  relationship  signifies a process of estrangement and  leads to a strategy of emancipation  by  investing  in  an  alternative  institution  with  another friend.,"['argu', 'iii', 'endur', 'disson', 'within', 'relationship', 'signifi', 'process', 'estrang', 'lead', 'strategi', 'emancip', 'invest', 'altern', 'institut', 'anoth', 'friend']",set(),N
19,The  second  part applies this theoretical  frame  to  explain  the  abovementioned  dynamic  with  (dis)agreements  between  German  and  American  policymakers  over  visions  of  European  order  embedded  in  respective  national biographies.,"['second', 'part', 'appli', 'theoret', 'frame', 'explain', 'abovement', 'dynam', 'di', 'agreement', 'german', 'american', 'policymak', 'vision', 'european', 'order', 'embed', 'respect', 'nation', 'biographi']",set(),N
20,"The thesis argues that the consensus of using NATO for building a  ‘peaceful  Europe’  in  the  Western  space  on  the  principles  of  ‘freedom’  and  ‘unity’  weakened when (a) US administrations came to question the desirability of the  latter for  the American narrative and were willing to use military means to build the  ‘free world’,  while (b) German governments came to pursue the vision of having Germany unfold in a  Greater European Peace Order marked by ‘unity’ through peaceful means.","['thesi', 'argu', 'consensu', 'use', 'nato', 'build', 'peac', 'europ', 'western', 'space', 'principl', 'freedom', 'uniti', 'weaken', 'us', 'administr', 'came', 'question', 'desir', 'latter', 'american', 'narr', 'will', 'use', 'militari', 'mean', 'build', 'free', 'world', 'b', 'german', 'govern', 'came', 'pursu', 'vision', 'germani', 'unfold', 'greater', 'european', 'peac', 'order', 'mark', 'uniti', 'peac', 'mean']",set(),N
21,3  Acknowledgements  Writing a thesis is both a lonely journey and one that would be impossible without the  support and stimulating input of many.,"['acknowledg', 'write', 'thesi', 'lone', 'journey', 'one', 'would', 'imposs', 'without', 'support', 'stimul', 'input', 'mani']",set(),N
22,"I would like to begin by thanking my dissertation supervisor, Michael Cox, for his trust  and guidance throughout.","['would', 'like', 'begin', 'thank', 'dissert', 'supervisor', 'michael', 'cox', 'trust', 'guidanc', 'throughout']",set(),N
23,He not only pushed me to take a closer look at the Cold War  but also kept my feet on the ground when I risked getting lost in abstractions by  reminding me that ‘less Heidegger would be better!’.,"['push', 'take', 'closer', 'look', 'cold', 'war', 'also', 'kept', 'feet', 'ground', 'risk', 'get', 'lost', 'abstract', 'remind', 'less', 'heidegg', 'would', 'better']",set(),N
24,"I am also very grateful to Kimberly  Hutchings, Mark Hoffman and Olya Gayazova for their comments on several draft  chapters.","['also', 'grate', 'kimberli', 'hutch', 'mark', 'hoffman', 'olya', 'gayazova', 'comment', 'sever', 'draft', 'chapter']",set(),N
25,"First attempts to organise some of the thoughts engaged in this thesis date back to my  time spent at Rutgers University (2000-2002), made possible by a scholarship from the  German-American Fulbright Commission.","['first', 'attempt', 'organis', 'thought', 'engag', 'thesi', 'date', 'back', 'time', 'spent', 'rutger', 'univers', 'made', 'possibl', 'scholarship', 'fulbright', 'commiss']",set(),N
26,"For supporting my studies at the LSE, I  gratefully acknowledge funding from the Economic Social and Research Council  (ESRC) and from the School/the Department of International Relations.","['support', 'studi', 'lse', 'grate', 'acknowledg', 'fund', 'econom', 'social', 'research', 'council', 'esrc', 'depart', 'intern', 'relat']",{'intern'},Y
27,"In the writing-  up phase I had the privilege to spend an academic year as a Research Fellow in the quiet  and picturesque setting of Dartmouth College, generously funded by the John Sloan  Dickey Center for International Understanding.","['phase', 'privileg', 'spend', 'academ', 'year', 'research', 'fellow', 'quiet', 'picturesqu', 'set', 'dartmouth', 'colleg', 'gener', 'fund', 'john', 'sloan', 'dickey', 'center', 'intern', 'understand']",{'intern'},Y
28,On the list of stimulating and sheltered  research environments I benefited from over the years also belongs the German  Historical Institute in London and the Otto Suhr Institute at the Free University Berlin.,"['list', 'stimul', 'shelter', 'research', 'environ', 'benefit', 'year', 'also', 'belong', 'german', 'histor', 'institut', 'london', 'otto', 'suhr', 'institut', 'free', 'univers', 'berlin']",set(),N
29,I  am grateful for their open doors.,"['grate', 'open', 'door']",set(),N
30,"An incredibly fruitful experience of a different kind  was my time as co-editor of Millennium during my first year at the LSE, which among  other things helped me to understand better how the market place of ideas works.","['incred', 'fruit', 'experi', 'differ', 'kind', 'time', 'millennium', 'first', 'year', 'lse', 'among', 'thing', 'help', 'understand', 'better', 'market', 'place', 'idea', 'work']",{'work'},Y
31,The ideas engaged in this thesis were shaped and tested in seminars and conference  panels over the years.,"['idea', 'engag', 'thesi', 'shape', 'test', 'seminar', 'confer', 'panel', 'year']",set(),N
32,These forums proved crucial not only for bouncing ideas but also  for giving me deadlines I could not ignore.,"['forum', 'prove', 'crucial', 'bounc', 'idea', 'also', 'give', 'deadlin', 'could', 'ignor']",set(),N
33,"For valuable discussions, comments and  questions there,  in coffee shops and in pubs I would like to thank (in addition to those  noted earlier): Kirsten Ainley, Cristina Barrios, Andreas Behnke, Janice Bially Mattem,  Chris Brown, Douglas Bulloch, David Chandler, Georgios Evangelopoulos, Bastian  Giegerich, Stefano Guzzini, Helga Haftendom, Chris Hill, Jef Huysmans, Dan Kelemen,  Robert Kissack, Marjo Koivisto, Klaus Larres, George Lawson, Ned Lebow, Jack Levy,  Simona Manea, Harald Mueller, Ed Rhodes, Graham Smith, Holger Stritzel, Benedikt  Stuchtey, Louisa Sunderman, Ingo Peters, Erik Ringmar, Michael Shafer, Rose Shinko,  Rob Walker, and Bill Wohlforth.","['valuabl', 'discuss', 'comment', 'question', 'coffe', 'shop', 'pub', 'would', 'like', 'thank', 'addit', 'note', 'earlier', 'kirsten', 'ainley', 'cristina', 'barrio', 'andrea', 'behnk', 'janic', 'bialli', 'mattem', 'chri', 'brown', 'dougla', 'bulloch', 'david', 'chandler', 'georgio', 'evangelopoulo', 'bastian', 'giegerich', 'stefano', 'guzzini', 'helga', 'haftendom', 'chri', 'hill', 'jef', 'huysman', 'dan', 'kelemen', 'robert', 'kissack', 'marjo', 'koivisto', 'klau', 'larr', 'georg', 'lawson', 'ned', 'lebow', 'jack', 'levi', 'simona', 'manea', 'harald', 'mueller', 'ed', 'rhode', 'graham', 'smith', 'holger', 'stritzel', 'benedikt', 'stuchtey', 'louisa', 'sunderman', 'ingo', 'peter', 'erik', 'ringmar', 'michael', 'shafer', 'rose', 'shinko', 'rob', 'walker', 'bill', 'wohlforth']",set(),N
34,"Complementing peers and friends at LSE, my London flatmates Alejandro, Andres and  Caroline not only tolerated me being locked in my room on weekends but, as friends and  companions, also did much to prevent me becoming a hermit During my time at  Dartmouth I was glad to share with Kevin the experience of being ‘almost done’.","['complement', 'peer', 'friend', 'lse', 'london', 'flatmat', 'alejandro', 'andr', 'carolin', 'toler', 'lock', 'room', 'weekend', 'friend', 'companion', 'also', 'much', 'prevent', 'becom', 'hermit', 'time', 'dartmouth', 'glad', 'share', 'kevin', 'experi', 'almost', 'done']",set(),N
35,I could not have neither started nor completed this journey without the support of my  parents and what I owe them cannot be expressed in words.,"['could', 'neither', 'start', 'complet', 'journey', 'without', 'support', 'parent', 'owe', 'express', 'word']",set(),N
36,"This thesis is dedicated to  my grandma, Margarete Beck, the last remaining family member who consciously lived  through the historical period covered here.","['thesi', 'dedic', 'grandma', 'margaret', 'beck', 'last', 'remain', 'famili', 'member', 'conscious', 'live', 'histor', 'period', 'cover']",set(),N
37,4  Table of Contents  CHAPTER ONE:  INTRODUCTION Question and Objective.............................................................................................9 Contribution................................................................................................................11 Defining the Puzzle................................................................................................... 12 Sorting Existing Theories..........................................................................................14 The  Question o f the  ‘Common Security Interest’.................................................. 15 The Silence o f the Camps..........................................................................................18 Research D esign........................................................................................................22 Methodological Issues............................................................................................... 23 Overview of Chapters............................................................................................... 27  CHAPTER TWO: THE CASE FOR DEEP THEORY Summary..................................................................................................................... 33 The Interpretative Bias..............................................................................................33 Taking a ‘Deep’  Look at Theory............................................................................. 35 Looking at Lakatos.....................................................................................................36 The Challenge of Theory Building.......................................................................... 40 Reading the Hard Core: Causation Begins with a ‘Condition’ ............................43 Parameters of the ‘National Security Interest’ ........................................................47 From  Humans to ‘States’ ...........................................................................................50  CHAPTER THREE: UNRAVELLING THE FIELD Introduction.................................................................................................................53 (I) Realism: Providing the Baseline.....................................................................53 The Balancing B ias................................................................................................... 55 Tracing the Hard Core...............................................................................................59 The State in Space: Autonomy as Territorial Integrity........................................61 Realist Attempts o f Fixing the State: Learning and Nationalism....................... 64 The State in Time:  Uncertainty and Experience...................................................66 (II) Institutionalism : Adjusting R ealism ............................................................70 The Path Dependency of Historical Institutionalism........................................... 71 Neoliberal Institutionalism:  Limits and Openings............................................... 72 (III) Constructivism: Responding to the Postm odern Zeitgeist....................76 The Weakness of Moderate Constructivism......................................................... 79 The ‘Identity’  Problem..............................................................................................82 Wendt and the ‘Essential  State’ .............................................................................. 84 Openings and Limits................................................................................................. 87 Conclusion..................................................................................................................90  CHAPTER FOUR:  RETHINKING THE HUMAN CONDITION S u m m a r y ................................................................................................................ 92 From  ‘Identity’ to S elf..............................................................................................93 Reading the Human Condition with Heidegger....................................................94 Being-in-the-Worldas  ‘Unfolding’.........................................................................95 Anxiety as the Foundational Sentiment.................................................................. 99 The Anxiety Paradox: Contingency and Continuity............................................ 101 The Anxiety Paradox................................................................................................. 103 Modem Answers: Numbers and Routines.............................................................104 Back to Experience................................................................................................... 106 The Anxiety Dilemma:  Verfallen and Authenticity............................................. 108  5  The Anxiety Dilemma................................................................................................  109 Rethinking Authenticity............................................................................................. 110  CHAPTER FIVE: THE STATE AS A NATIONAL BIOGRAPHY Summary.....................................................................................................................114 The State as a National Biography............................................................................115 Param eters of Authenticity I: Unfolding in Space............................................117 The Experienced Space.............................................................................................119 Centre: Feeling at Home.......................................................................................... 120 Order:  The  Valued Space...........................................................................................121 Horizons: Delineating the Possible..........................................................................123 Thinking Space ‘Beyond Westphalia’...................................................................... 124 From Empire to Milieu............................................................................................... 125 Thinking o f Regions:  The European Space............................................................  128 Param eters of Authenticity II:  Unfolding in Tim e............................................130 Past: Memory Spaces..................................................................................................131 The Ambiguity o f Significant Experience.................................................................133 Future: Envisioned Spaces.........................................................................................135 Utopia as the Place to Be........................................................................................... 137 Agency in Formulating the Biographical Narrative............................................... 141  CHAPTER SIX:  INTERSTATE RELATIONS AS FRIENDSHIP Summary...................................................................................................................... 144 The Limits of Heidegger’s Social Ontology........................................................... 144 Friendship Matters (but is Missing from IR ).......................................................... 147 The Issue o f ‘the Other’ ............................................................................................. 149 The Conservative Limit o f ‘The Enemy’...................................................................149 The Elusiveness o f ‘The Community'....................................................................... 151 Aristotle: Others as Selves.........................................................................................153 Reciprocity...................................................................................................................155 Equality........................................................................................................................ 156 The ‘In-Between’ of Friendship................................................................................157 Defining Interstate Friendship................................................................................... 159 Friendship as Empowerment..................................................................................... 161 Institutions as Platforms for Negotiating World-Building....................................164  CHAPTER SEVEN: PROCESSES OF ESTRANGEMENT AND  EMANCIPATION Summary...................................................................................................................... 167 Conceptualizing the ‘Existential Threat’..................................................................167 Difference?...................................................................................................................170 Ambivalence!................................................................................................................172 Introducing ‘The Stranger’.........................................................................................174 Estrangement as Enduring Dissonance  ..................................................................177 Preventing Alienation: Adaptation and Em ancipation..........................................181 Adaptation....................................................................................................................181 Emancipation.............................................................................................................183 Applying the Lens:  Looking Ahead..........................................................................186  CHAPTER EIGHT: NATO / CONSENSUS (1945-1955) Introduction..................................................................................................................189 Reinventing ‘Germany’.............................................................................................. 189 A denauer..................................................................................................................... 192  6  The  ‘Potsdam Complex’............................................................................................  194 Sorting the Memory Space......................................................................................... 195 Envisioning Germany-in-(Westem)Europe............................................................ 198 Locating Friends in the W est.................................................................................... 200 America-in-the-World:  Shaping the West............................................................... 204 Envisioning the  United States o f Europe..................................................................205 Rebuilding G erm any..................................................................................................208 NATO as a Forum for Building “Europe’............................................................... 210 Rearmament as ‘Voice’..............................................................................................213 Negative Visions of Germany-in-Europe................................................................ 215 Dystopia I:  The  ‘Korea Model ’................................................................................. 215 Dystopia II:  The  ‘Prague Model ’..............................................................................218 The Rocky Path from EDC to NA TO......................................................................220 Conclusion...............................................................   223     CHAPTER NINE:  CSCE / TENSIONS (1965-1975) Introduction..................................................................................................................225 Brandt........................................................................................................................... 226 Envisioning Germany-in-(Greater)Europe..............................................................227 Building the new European Order trough Peaceful Change............................... 230 Locating Friends in the West:  ‘Kennedy America’  ..............................................233 The  ‘Berlin Complex’ ................................................................................................236 Johnson: The Fading of ‘Kennedy America’ ..........................................................238 NATO’s ‘Harmel Report’ and the Ambiguity of Detente.....................................240 Pushing the Limits of NATO.................................................................................... 242 Vietnam is not Korea: Brandt’s Silence...................................................................244 Nixon/Kissinger: Reorienting America-in-the-World  ¦.............................245 Keeping  ‘Europe ’ Close.............................................................................................246 Discomfort with  ‘Brandt Germany ’......................................................................... 249 Brandt:  Discomfort with Nixon/Kissinger Am erica............................................ 251 NATO or CSCE?,"['tabl', 'content', 'chapter', 'one', 'introduct', 'question', 'object', 'contribut', 'defin', 'puzzl', 'sort', 'exist', 'theori', 'question', 'f', 'common', 'secur', 'interest', 'silenc', 'f', 'camp', 'research', 'esign', 'methodolog', 'issu', 'overview', 'chapter', 'chapter', 'two', 'case', 'deep', 'theori', 'summari', 'interpret', 'bia', 'take', 'deep', 'look', 'theori', 'look', 'lakato', 'challeng', 'theori', 'build', 'read', 'hard', 'core', 'causat', 'begin', 'condit', 'paramet', 'nation', 'secur', 'interest', 'human', 'state', 'chapter', 'three', 'unravel', 'field', 'introduct', 'realism', 'provid', 'baselin', 'balanc', 'b', 'ia', 'trace', 'hard', 'core', 'state', 'space', 'autonomi', 'territori', 'integr', 'realist', 'attempt', 'f', 'fix', 'state', 'learn', 'nation', 'state', 'time', 'uncertainti', 'experi', 'ii', 'institution', 'adjust', 'r', 'ealism', 'path', 'depend', 'histor', 'institution', 'neoliber', 'institution', 'limit', 'open', 'iii', 'constructiv', 'respond', 'postm', 'odern', 'zeitgeist', 'weak', 'moder', 'constructiv', 'ident', 'problem', 'wendt', 'essenti', 'state', 'open', 'limit', 'conclus', 'chapter', 'four', 'rethink', 'human', 'condit', 'u', 'r', 'ident', 'elf', 'read', 'human', 'condit', 'heidegg', 'unfold', 'anxieti', 'foundat', 'sentiment', 'anxieti', 'paradox', 'conting', 'continu', 'anxieti', 'paradox', 'modem', 'answer', 'number', 'routin', 'back', 'experi', 'anxieti', 'dilemma', 'verfallen', 'authent', 'anxieti', 'dilemma', 'rethink', 'authent', 'chapter', 'five', 'state', 'nation', 'biographi', 'summari', 'state', 'nation', 'biographi', 'param', 'eter', 'authent', 'unfold', 'space', 'experienc', 'space', 'centr', 'feel', 'home', 'order', 'valu', 'space', 'horizon', 'delin', 'possibl', 'think', 'space', 'beyond', 'westphalia', 'empir', 'milieu', 'think', 'f', 'region', 'european', 'space', 'param', 'eter', 'authent', 'ii', 'unfold', 'tim', 'e', 'past', 'memori', 'space', 'ambigu', 'f', 'signific', 'experi', 'futur', 'envis', 'space', 'utopia', 'place', 'agenc', 'formul', 'biograph', 'narr', 'chapter', 'six', 'interst', 'relat', 'friendship', 'summari', 'limit', 'heidegg', 'social', 'ontolog', 'friendship', 'matter', 'miss', 'ir', 'issu', 'f', 'conserv', 'limit', 'f', 'enemi', 'elus', 'f', 'commun', 'aristotl', 'other', 'selv', 'reciproc', 'equal', 'friendship', 'defin', 'interst', 'friendship', 'friendship', 'empower', 'institut', 'platform', 'negoti', 'chapter', 'seven', 'process', 'estrang', 'emancip', 'summari', 'conceptu', 'existenti', 'threat', 'differ', 'ambival', 'introduc', 'stranger', 'estrang', 'endur', 'disson', 'prevent', 'alien', 'adapt', 'em', 'ancip', 'adapt', 'emancip', 'appli', 'len', 'look', 'ahead', 'chapter', 'eight', 'nato', 'consensu', 'introduct', 'reinvent', 'germani', 'denauer', 'potsdam', 'complex', 'sort', 'memori', 'space', 'envis', 'westem', 'europ', 'locat', 'friend', 'w', 'est', 'shape', 'west', 'envis', 'unit', 'state', 'f', 'europ', 'rebuild', 'g', 'erm', 'nato', 'forum', 'build', 'europ', 'rearmament', 'voic', 'neg', 'vision', 'dystopia', 'korea', 'model', 'dystopia', 'ii', 'pragu', 'model', 'rocki', 'path', 'edc', 'na', 'conclus', 'chapter', 'nine', 'csce', 'tension', 'introduct', 'brandt', 'envis', 'greater', 'europ', 'build', 'new', 'european', 'order', 'trough', 'peac', 'chang', 'locat', 'friend', 'west', 'kennedi', 'america', 'berlin', 'complex', 'johnson', 'fade', 'kennedi', 'america', 'nato', 'harmel', 'report', 'ambigu', 'detent', 'push', 'limit', 'nato', 'vietnam', 'korea', 'brandt', 'silenc', 'reorient', 'keep', 'europ', 'close', 'discomfort', 'brandt', 'germani', 'brandt', 'discomfort', 'erica', 'nato', 'csce']",{'secur'},Y
38,"Tensions towards Helsinki.........................................................253 The  ‘Year of Europe’ .................................................................................................256 Conclusion...................................................................................................................258  CHAPTER  10: CFSP / DIVERGENCE (1985-95) Summary......................................................................................................................260 Merging Adenauer and Brandt..................................................................................261 Dissonance with Reagan’s W orld............................................................................ 265 Institutional Choices: Managing Dissonance..........................................................268 Unification and the Question of Germany-in-Europe........................................... 271 Bonn’s Agenda o f Continuity.................................................................................... 271 Bush and the Question o f ‘Europe ’.......................................................................... 273 The Bonn-Washington Nexus.................................................................................... 275 The Ambiguity of the Western Project....................................................................277 Exposing Dissonance I: Gulf War  1991.................................................................. 277 Quo  Vadis,  Germany...................................................................................................279 Institutional Choices:  Signs of Rivalry  ...................................................................280 Exposing Dissonance II:  Bosnia (1992-95)............................................................284 America:  ‘No Dog in This Fight ’..............................................................................284 Germany:  ‘Europe Cannot End in Sarajevo ’..........................................................287 Adjusting the German Narrative...............................................................................288 Estrangement:  Doubts About NATO/US................................................................ 291 Emancipation:  Investment in CFSP/France............................................................292 Conclusion...................................................................................................................294  7  CHAPTER  11: CONCLUSION Argum ent.................................................................................................................... 297 Contribution................................................................................................................299 Looking Ahead............................................................................................................303  BIBLIOGRAPHY...................................................................................................... 306  8  CHAPTER ONE: INTRODUCTION  Question and Objective The aim of this thesis is to assess,  both conceptually and empirically, the motives behind  interstate  cooperation  in  security  policy  and  why/under what  conditions  states  cease  to  cooperate.","['tension', 'toward', 'helsinki', 'year', 'europ', 'conclus', 'chapter', 'cfsp', 'diverg', 'summari', 'merg', 'adenau', 'brandt', 'disson', 'reagan', 'w', 'orld', 'institut', 'choic', 'manag', 'disson', 'unif', 'question', 'bonn', 'agenda', 'f', 'continu', 'bush', 'question', 'f', 'europ', 'nexu', 'ambigu', 'western', 'project', 'expos', 'disson', 'gulf', 'war', 'quo', 'vadi', 'germani', 'institut', 'choic', 'sign', 'rivalri', 'expos', 'disson', 'ii', 'bosnia', 'america', 'dog', 'fight', 'germani', 'europ', 'end', 'sarajevo', 'adjust', 'german', 'narr', 'estrang', 'doubt', 'emancip', 'invest', 'conclus', 'chapter', 'conclus', 'argum', 'ent', 'contribut', 'look', 'ahead', 'bibliographi', 'chapter', 'one', 'introduct', 'question', 'object', 'aim', 'thesi', 'assess', 'conceptu', 'empir', 'motiv', 'behind', 'interst', 'cooper', 'secur', 'polici', 'condit', 'state', 'ceas', 'cooper']","{'secur', 'manag'}",Y
39,"The  overarching  question  addressed  is  ‘what  explains  the  emergence  (rise)  and  decline  (demise)  of  interstate  security  cooperation?’  Defining  interstate  security  cooperation  as  the  costly  investment  in  a  shared  international  institution,  the  thesis  applies this  question to the empirical  case of German1  -American2  cooperation  between  1945  explain  Germany’ssubsequent investments in three different security  institutions for the purpose  of  ‘European  security’,  namely  the  North  Atlantic  Treaty  Organization  (NATO),  the  Conference  on  Security  and  Cooperation  in  Europe  (CSCE)  and  the  EU’s  Common  Foreign and Security Policy (CFSP).","['overarch', 'question', 'address', 'explain', 'emerg', 'rise', 'declin', 'demis', 'interst', 'secur', 'cooper', 'defin', 'interst', 'secur', 'cooper', 'costli', 'invest', 'share', 'intern', 'institut', 'thesi', 'appli', 'question', 'empir', 'case', 'cooper', 'explain', 'germani', 'ssubsequ', 'invest', 'three', 'differ', 'secur', 'institut', 'purpos', 'european', 'secur', 'name', 'north', 'atlant', 'treati', 'organ', 'nato', 'confer', 'secur', 'cooper', 'europ', 'csce', 'eu', 'common', 'foreign', 'secur', 'polici', 'cfsp']","{'secur', 'organ', 'intern'}",Y
40,1995.,[],set(),N
41,"Specifically,   it  develops  a   and   theoretical   frame   to   Seen  in  the  context  of  German-American  relations,  these  investments  are  taken  as  indicators for the emergence and decline of security cooperation  between  Germany and  the  United  States  (US).","['specif', 'develop', 'theoret', 'frame', 'seen', 'context', 'relat', 'invest', 'taken', 'indic', 'emerg', 'declin', 'secur', 'cooper', 'germani', 'unit', 'state', 'us']","{'secur', 'develop'}",Y
42,"Specifically,  they  signify  a  dynamic  moving  from  shared  commitment to  NATO  as  the  primary  security  institution  in  Europe  (‘consensus’),  via  differing  commitments  to  the  CSCE  process  marked  by  strong  German  support  and  American  reluctance to  participate (‘tension’), to German  investment in  CFSP as  a new  institution  in  which  the  US  was  not  a  member  and  which  US  administrations  viewed  with  suspicion  (‘divergence’).","['specif', 'signifi', 'dynam', 'move', 'share', 'commit', 'nato', 'primari', 'secur', 'institut', 'europ', 'consensu', 'via', 'differ', 'commit', 'csce', 'process', 'mark', 'strong', 'german', 'support', 'american', 'reluct', 'particip', 'tension', 'german', 'invest', 'cfsp', 'new', 'institut', 'us', 'member', 'us', 'administr', 'view', 'suspicion', 'diverg']",{'secur'},Y
43,"In  short,  the  question  can  be  posed  as  ‘why  did  German  governments  invest  in three different security  institutions  in  Europe since the end  of the  Second World War which gradually excluded the United States?’  The  relevance of engaging these questions  is not difficult to see.","['short', 'question', 'pose', 'german', 'govern', 'invest', 'three', 'differ', 'secur', 'institut', 'europ', 'sinc', 'end', 'second', 'world', 'war', 'gradual', 'exclud', 'unit', 'state', 'relev', 'engag', 'question', 'difficult', 'see']",{'secur'},Y
