No.,Sentence,StemWords,MatchWords,Use
28,"Bill Clinton issued Executive Order 13010,  “Critical Infrastructure Protection,” in 1996,  which created the President’s Commission on  Critical Infrastructure Protection and high- lighted the threat to the Nation’s economic  and national security from cyber attacks.","['bill', 'clinton', 'issu', 'execut', 'order', 'critic', 'infrastructur', 'protect', 'creat', 'presid', 'commiss', 'critic', 'infrastructur', 'protect', 'light', 'threat', 'nation', 'econom', 'nation', 'secur', 'cyber', 'attack']","{'secur', 'cyber'}",Y
29,The  recommendations of the commission resulted in  President Clinton issuing Presidential Decision  Directive (PDD) 63 in May 1998.,"['recommend', 'commiss', 'result', 'presid', 'clinton', 'issu', 'presidenti', 'decis', 'direct', 'pdd', 'may']",set(),N
30,"PDD 63 established several cybersecu- rity-related organizations within the govern- ment including the National Coordinator  for Security, Infrastructure Protection, and  Counterterrorism with an Office of Critical  Infrastructure to support the Coordinator and  the National Infrastructure Protection Center.","['pdd', 'establish', 'sever', 'organ', 'within', 'ment', 'includ', 'nation', 'coordin', 'secur', 'infrastructur', 'protect', 'counterterror', 'offic', 'critic', 'infrastructur', 'support', 'coordin', 'nation', 'infrastructur', 'protect', 'center']","{'secur', 'organ', 'includ'}",Y
31,"It also was the first step in encouraging the for- mation of the sectoral Information Sharing and  Analysis Centers (ISACs), which have con- tinued to develop and form a key part of the  public-private partnership necessary to secure  cyberspace.","['also', 'first', 'step', 'encourag', 'mation', 'sector', 'inform', 'share', 'analysi', 'center', 'isac', 'tinu', 'develop', 'form', 'key', 'part', 'partnership', 'necessari', 'secur', 'cyberspac']","{'secur', 'develop', 'inform'}",Y
32,"With these centers, the Clinton  administration focused on the public-private  partnership as the means to secure cyberspace.","['center', 'clinton', 'administr', 'focus', 'partnership', 'mean', 'secur', 'cyberspac']",{'secur'},Y
33,"While the George W. Bush administration  initially continued the Clinton approach, the  attacks of 9/11 caused it to significantly refocus  from cyber attacks on critical infrastructure to  physical attacks by terrorist groups.","['georg', 'bush', 'administr', 'initi', 'continu', 'clinton', 'approach', 'attack', 'caus', 'significantli', 'refocu', 'cyber', 'attack', 'critic', 'infrastructur', 'physic', 'attack', 'terrorist', 'group']","{'cyber', 'group'}",Y
34,"The National  Strategy to Secure Cyberspace was published in  2003 but was criticized as more a list of rec- ommendations than a comprehensive strategy  document that tied in ends, ways, and means.7  In addition, the Bush administration published  the National Infrastructure Protection Plan in  2006, which designated 17 (now 18) key infra- structure sectors that required individual protec- tion plans.","['nation', 'strategi', 'secur', 'cyberspac', 'publish', 'critic', 'list', 'ommend', 'comprehens', 'strategi', 'document', 'tie', 'end', 'way', 'addit', 'bush', 'administr', 'publish', 'nation', 'infrastructur', 'protect', 'plan', 'design', 'key', 'structur', 'sector', 'requir', 'individu', 'tion', 'plan']","{'secur', 'requir'}",Y
35,"The Bush administration also pub- lished the Comprehensive National Cybersecurity  Initiative in 2008, but critics found that its focus  on the government Internet domain (.gov) was   too limited.","['bush', 'administr', 'also', 'lish', 'comprehens', 'nation', 'cybersecur', 'initi', 'critic', 'found', 'focu', 'govern', 'internet', 'domain', 'limit']","{'internet', 'cybersecur'}",Y
36,"During the Bush administration,  cybersecurity responsibility was vague, with lim- ited leadership and diluted responsibility in the  White House, Homeland Security, and DOD.","['bush', 'administr', 'cybersecur', 'respons', 'vagu', 'ite', 'leadership', 'dilut', 'respons', 'white', 'hous', 'homeland', 'secur', 'dod']","{'secur', 'cybersecur'}",Y
37,"Homeland Security was given the overall coor- dination role, but responsibility still rested with  individual agencies.","['homeland', 'secur', 'given', 'overal', 'dinat', 'role', 'respons', 'still', 'rest', 'individu', 'agenc']",{'secur'},Y
38,"The Obama administration initiated  its cybersecurity efforts with the “60-Day  Cyberspace Policy Review.” Published in late  May 2009, the document was an ambitious  effort that presented a solid review of where  the government was in relation to cybersecu- rity, but it offered little in the way of vision on  how to get to the destination.","['obama', 'administr', 'initi', 'cybersecur', 'effort', 'cyberspac', 'polici', 'publish', 'late', 'may', 'document', 'ambiti', 'effort', 'present', 'solid', 'review', 'govern', 'relat', 'riti', 'offer', 'littl', 'way', 'vision', 'get', 'destin']",{'cybersecur'},Y
39,The key recom- mendation of the review is that the President  should appoint a single cybersecurity policy  official to serve as the central coordinator for  government and national efforts.,"['key', 'mendat', 'review', 'presid', 'appoint', 'singl', 'cybersecur', 'polici', 'offici', 'serv', 'central', 'coordin', 'govern', 'nation', 'effort']",{'cybersecur'},Y
40,This essen- tially repeats the recommendation made by the  Center for Strategic and International Studies  commission report in 2008.,"['tialli', 'repeat', 'recommend', 'made', 'center', 'strateg', 'intern', 'studi', 'commiss', 'report']",{'intern'},Y
41,"Interestingly,  the White House did not name a cyber czar  until December 2009, when Howard Schmidt  accepted the position.","['interestingli', 'white', 'hous', 'name', 'cyber', 'czar', 'decemb', 'howard', 'schmidt', 'accept', 'posit']",{'cyber'},Y
42,"In May 2011, the White  House issued the International Strategy to Secure  Cyberspace, which provided an outline of U.S.  intentions at the international level, but the  document is largely silent on what needs to be  done within the government and the Nation  to address the challenges domestically.","['may', 'white', 'hous', 'issu', 'intern', 'strategi', 'secur', 'cyberspac', 'provid', 'outlin', 'intent', 'intern', 'level', 'document', 'larg', 'silent', 'need', 'done', 'within', 'govern', 'nation', 'address', 'challeng', 'domest']","{'secur', 'intern'}",Y
43,This brings us to the present day.,"['bring', 'us', 'present', 'day']",set(),N
44,"Although  several bills were presented in the 110th Congress  and even more in the 111th Congress, no compre- hensive cybersecurity legalization has been voted  into law, and more than 30 separate pieces of leg- islation are pending before the 112th Congress.8  The Congressional Research Service pointed out  that no single congressional committee or execu- tive agency has primary responsibility for cyber- security issues, and this has led to a hodgepodge   PRISM 3, no.","['although', 'sever', 'bill', 'present', 'congress', 'even', 'congress', 'hensiv', 'cybersecur', 'legal', 'vote', 'law', 'separ', 'piec', 'islat', 'pend', 'congression', 'research', 'servic', 'point', 'singl', 'congression', 'committe', 'tive', 'agenc', 'primari', 'respons', 'secur', 'issu', 'led', 'hodgepodg', 'prism']","{'secur', 'cybersecur'}",Y
45,"2   FeatuReS  | 117  President obama waits to be  introduced at critical infrastructure  Ceos meeting on cybersecurity at  eisenhower executive office Building  newMeyeR  ) a z u o S   e t e P (   e s u o H   e t i  h W    e h T  of initiatives and good ideas but no unifying focus.9 Many similarities exist among the documents that  form the progression of U.S. cybersecurity policy under three administrations, and the outlines of  the policy are sound—but difficult interagency and legislative decisions necessary for effective action  remain to be taken.","['featur', 'presid', 'obama', 'wait', 'introduc', 'critic', 'infrastructur', 'ceo', 'meet', 'cybersecur', 'eisenhow', 'execut', 'offic', 'build', 'newmey', 'z', 'u', 'e', 'e', 'p', 'e', 'u', 'h', 'e', 'h', 'w', 'e', 'h', 'initi', 'good', 'idea', 'unifi', 'mani', 'similar', 'exist', 'among', 'document', 'form', 'progress', 'cybersecur', 'polici', 'three', 'administr', 'outlin', 'polici', 'difficult', 'interag', 'legisl', 'decis', 'necessari', 'effect', 'action', 'remain', 'taken']",{'cybersecur'},Y
46,The Government Accountability Office (GAO) commented that cybersecurity  leadership was challenged by a lack of top-level leadership and the difficulty of coordinating across  multiple agencies.,"['govern', 'account', 'offic', 'gao', 'comment', 'cybersecur', 'leadership', 'challeng', 'lack', 'leadership', 'difficulti', 'coordin', 'across', 'multipl', 'agenc']",{'cybersecur'},Y
47,It is a situation that cannot be allowed to continue; there is too much at risk.,"['situat', 'allow', 'continu', 'much', 'risk']",set(),N
48,Policy Options  There are several basic options for providing cybersecurity leadership within the U.S.  Government: a powerful White House–based executive/coordinator; designation of a Cabinet- level agency with the requisite authority to be directive as opposed to consultative in dealing with  other departments; and creation of some hybrid entity.,"['polici', 'option', 'sever', 'basic', 'option', 'provid', 'cybersecur', 'leadership', 'within', 'govern', 'power', 'white', 'design', 'level', 'agenc', 'requisit', 'author', 'direct', 'oppos', 'consult', 'deal', 'depart', 'creation', 'hybrid', 'entiti']",{'cybersecur'},Y
49,"If Cabinet-level leadership is chosen, the  follow-up question is which department will take the lead, with Homeland Security and DOD as  the most likely candidates.","['leadership', 'chosen', 'question', 'depart', 'take', 'lead', 'homeland', 'secur', 'dod', 'like', 'candid']",{'secur'},Y
50,Option A: National Coordinator in the Executive Office of the President.,"['option', 'nation', 'coordin', 'execut', 'offic', 'presid']",set(),N
51,A leading option for  cybersecurity leadership is to establish a National Coordinator for Cybersecurity within the White  House structure.,"['lead', 'option', 'cybersecur', 'leadership', 'establish', 'nation', 'coordin', 'cybersecur', 'within', 'white', 'hous', 'structur']",{'cybersecur'},Y
52,This option is favored by the CSIS report and the Obama administration’s 60-day  review.,"['option', 'favor', 'csi', 'report', 'obama', 'administr', 'review']",set(),N
53,"The CSIS plan recommended:  118 |  FeatuReS   PRISM 3, no.","['csi', 'plan', 'recommend', 'featur', 'prism']",set(),N
54,2  who Should lead u.S. cybeRSecuRIty effoRtS?,"['lead', 'cybersecur', 'effort']",{'cybersecur'},Y
55,??,[],set(),N
56,appointing an assistant for cyberspace  and establishing a cybersecurity direc- torate within the National Security  Council to assume current Homeland  Security Council responsibilities  ??,"['appoint', 'assist', 'cyberspac', 'establish', 'cybersecur', 'torat', 'within', 'nation', 'secur', 'council', 'assum', 'current', 'homeland', 'secur', 'council', 'respons']","{'secur', 'cybersecur'}",Y
57,establishing a National Office for  Cyberspace  that  would  assume  the responsibilities for the current  National Cybersecurity Center and  Joint Interagency Cyber Task Force.,"['establish', 'nation', 'offic', 'cyberspac', 'would', 'assum', 'respons', 'current', 'nation', 'cybersecur', 'center', 'joint', 'interag', 'cyber', 'task', 'forc']","{'cyber', 'cybersecur'}",Y
58,The office/official would also assume over- sight and control over the multiple cybersecu- rity functions within the Federal Government  and provide a single point of authority on  related policy decisions.,"['would', 'also', 'assum', 'sight', 'control', 'multipl', 'riti', 'function', 'within', 'feder', 'govern', 'provid', 'singl', 'point', 'author', 'relat', 'polici', 'decis']",{'control'},Y
59,"The CSIS report placed the blame for the  current weakness in cybersecurity policy at the  Federal level on “lack of strategic focus, overlap- ping missions, poor coordination and collabora- tion, and diffuse responsibility.”10 This lack of  focus continued even though the Clinton admin- istration adopted PDD 63 and established Richard  Clarke as the National Coordinator for Security,  Infrastructure Protection, and Counterterrorism.","['csi', 'report', 'place', 'blame', 'current', 'weak', 'cybersecur', 'polici', 'feder', 'level', 'lack', 'strateg', 'focu', 'ping', 'mission', 'poor', 'coordin', 'tion', 'diffus', 'lack', 'focu', 'continu', 'even', 'though', 'clinton', 'istrat', 'adopt', 'pdd', 'establish', 'richard', 'clark', 'nation', 'coordin', 'secur', 'infrastructur', 'protect', 'counterterror']","{'secur', 'cybersecur'}",Y
60,"Sharp concurred with the CSIS recom- mendation and pointed out the current lack of  an authoritative decisionmaker in a position to  compel action to respond to a serious threat to  national security.11 He offered two models—one  based on U.S. Strategic Command and its abil- ity to order military components within the  Global Information Grid to take action, and the  other based on the role played by the Director  of National Intelligence (DNI).","['sharp', 'concur', 'csi', 'mendat', 'point', 'current', 'lack', 'authorit', 'decisionmak', 'posit', 'compel', 'action', 'respond', 'seriou', 'threat', 'nation', 'offer', 'two', 'base', 'strateg', 'command', 'iti', 'order', 'militari', 'compon', 'within', 'global', 'inform', 'grid', 'take', 'action', 'base', 'role', 'play', 'director', 'nation', 'intellig', 'dni']",{'inform'},Y
61,"The DNI can- not direct subordinate agencies to take action,  but it has the power to reallocate resources,  make budgetary changes, and issue formal task- ings that would enable a National Coordinator  for Cybersecurity to be effective.","['dni', 'direct', 'subordin', 'agenc', 'take', 'action', 'power', 'realloc', 'resourc', 'make', 'budgetari', 'chang', 'issu', 'formal', 'ing', 'would', 'enabl', 'nation', 'coordin', 'cybersecur', 'effect']",{'cybersecur'},Y
62,"The CSIS  report also offered the DNI as a potential model   for the coordinator, highlighting the role the  DNI plays as a strategist and network-builder.","['csi', 'report', 'also', 'offer', 'dni', 'potenti', 'model', 'coordin', 'highlight', 'role', 'dni', 'play', 'strategist']",set(),N
63,Senator Joseph Lieberman stated that there  needs to be a strong cybersecurity coordina- tor within the White House to oversee both  the civilian and military efforts in cybersecu- rity when he introduced legislation in 2009 to  implement the CSIS recommendations.12  The White House cyber czar option has not  met with universal approval.,"['senat', 'joseph', 'lieberman', 'state', 'need', 'strong', 'cybersecur', 'tor', 'within', 'white', 'hous', 'overse', 'civilian', 'militari', 'effort', 'riti', 'introduc', 'legisl', 'implement', 'csi', 'white', 'hous', 'cyber', 'czar', 'option', 'met', 'univers', 'approv']","{'implement', 'cyber', 'cybersecur'}",Y
64,"There are several  weaknesses in the PDD 63 version, including the  lack of budget authority and difficulties in getting  the different departments to agree.","['sever', 'weak', 'pdd', 'version', 'includ', 'lack', 'budget', 'author', 'difficulti', 'get', 'differ', 'depart', 'agre']",{'includ'},Y
65,"Resources  are the key in Washington, and without bud- get authority, the National Cyber Coordinator  will have a difficult job.","['resourc', 'key', 'washington', 'without', 'get', 'author', 'nation', 'cyber', 'coordin', 'difficult', 'job']",{'cyber'},Y
66,Fundamental to the  importance of the cyber czar is the authority del- egated to him by the President.,"['fundament', 'import', 'cyber', 'czar', 'author', 'egat', 'presid']",{'cyber'},Y
67,"To be effective, a  leader requires authority commensurate with his  responsibility.","['effect', 'leader', 'requir', 'author', 'commensur', 'respons']",{'requir'},Y
68,Empowerment of the cyber czar by  the President is fundamental.,"['empower', 'cyber', 'czar', 'presid', 'fundament']",{'cyber'},Y
69,Others have questioned the effectiveness  of czars in general and argue that yet another  rearrangement of the deck chairs is not neces- sary.,"['other', 'question', 'effect', 'czar', 'gener', 'argu', 'yet', 'anoth', 'rearrang', 'deck', 'chair', 'sari']",set(),N
70,They believe that merely placing responsi- bility in the White House would be insufficient  to effect change and that much more drastic  reorganization would be required.,"['believ', 'mere', 'place', 'biliti', 'white', 'hous', 'would', 'insuffici', 'effect', 'chang', 'much', 'drastic', 'reorgan', 'would', 'requir']",{'requir'},Y
71,Another weakness of the White House  cyber czar is the lack of accountability to  Congress.,"['anoth', 'weak', 'white', 'hous', 'cyber', 'czar', 'lack', 'account', 'congress']",{'cyber'},Y
72,"The  current  advisor,  Howard  Schmidt, was not subjected to a Senate confir- mation.","['current', 'advisor', 'howard', 'schmidt', 'subject', 'senat', 'mation']",set(),N
73,Several administrations have rejected  calls for Presidential advisors to testify before  Congress.,"['sever', 'administr', 'reject', 'call', 'presidenti', 'advisor', 'testifi', 'congress']",set(),N
74,The legislation proposed by Senator  Lieberman required the President to nominate  a cyber coordinator for Senate approval simi- lar to the process used for the DNI.,"['legisl', 'propos', 'senat', 'lieberman', 'requir', 'presid', 'nomin', 'cyber', 'coordin', 'senat', 'approv', 'lar', 'process', 'use', 'dni']","{'cyber', 'requir'}",Y
75,This would  instill some measure of congressional oversight  and allow Congress to demand testimony from  the cyber czar.,"['would', 'instil', 'measur', 'congression', 'oversight', 'allow', 'congress', 'demand', 'testimoni', 'cyber', 'czar']","{'measur', 'cyber'}",Y
76,"Senator Robert Byrd noted that   PRISM 3, no.","['senat', 'robert', 'byrd', 'note', 'prism']",set(),N
77,2   FeatuReS  | 119  newMeyeR  the increased use of Presidential czars presented  a potential threat to the Constitution’s system  of checks and balances.,"['featur', 'newmey', 'increas', 'use', 'presidenti', 'czar', 'present', 'potenti', 'threat', 'constitut', 'system', 'check', 'balanc']",set(),N
78,Senator Susan Collins  resisted placing cybersecurity leadership in the  White House because of the difficulty for con- gressional oversight of budgets and spending.13 Filling the job of a cybersecurity coordina- tor proved difficult.,"['senat', 'susan', 'collin', 'resist', 'place', 'cybersecur', 'leadership', 'white', 'hous', 'difficulti', 'gression', 'oversight', 'budget', 'fill', 'job', 'cybersecur', 'tor', 'prove', 'difficult']",{'cybersecur'},Y
79,It took more than 7 months  from the completion of the Obama administra- tion’s cybersecurity review to name the coor- dinator.,"['took', 'month', 'complet', 'obama', 'tion', 'cybersecur', 'review', 'name', 'dinat']",{'cybersecur'},Y
80,"The GAO saw the slow adoption of  the policy review’s recommendations as a result  of the lack of authoritative guidance from the  White House.14  the interagency process is far from  smooth, and each department   secretary values his or her direct line   to the President  Option B: Place a Cabinet Department  in Charge.","['gao', 'saw', 'slow', 'adopt', 'polici', 'review', 'recommend', 'result', 'lack', 'authorit', 'guidanc', 'white', 'interag', 'process', 'far', 'smooth', 'depart', 'secretari', 'valu', 'direct', 'line', 'presid', 'option', 'b', 'place', 'cabinet', 'depart', 'charg']",set(),N
81,Two primary options exist for plac- ing a Cabinet department in charge of cyberse- curity: Defense and Homeland Security.,"['two', 'primari', 'option', 'exist', 'ing', 'cabinet', 'depart', 'charg', 'curiti', 'defens', 'homeland', 'secur']",{'secur'},Y
82,"Before  looking at the details involved with each  one, some general observations are in order.","['look', 'detail', 'involv', 'one', 'gener', 'observ', 'order']",set(),N
83,Cabinet-level management of the problem is  more in line with the traditional response to  threats for the U.S. Government.,"['manag', 'problem', 'line', 'tradit', 'respons', 'threat', 'govern']",{'manag'},Y
84,It provides  for congressional oversight via the confir- mation and budget processes.,"['provid', 'congression', 'oversight', 'via', 'mation', 'budget', 'process']",set(),N
85,Cabinet-level  officials may be summoned to testify before  Congress.,"['offici', 'may', 'summon', 'testifi', 'congress']",set(),N
86,Agencies operate under authorities  designated in law and are normally empowered  to publish regulations that are binding on indi- viduals and companies.,"['agenc', 'oper', 'author', 'design', 'law', 'normal', 'empow', 'publish', 'regul', 'bind', 'vidual', 'compani']",set(),N
87,There  are  challenges  to  placing  a  Cabinet-level department in charge.,"['challeng', 'place', 'depart', 'charg']",set(),N
88,"The  interagency process is far from smooth,  and each department secretary values his   or her direct line to the President.","['interag', 'process', 'far', 'smooth', 'depart', 'secretari', 'valu', 'direct', 'line', 'presid']",set(),N
89,Placing  one department in a position to mandate to  another how it is to defend and operate its  internal computer systems could be prob- lematic.,"['place', 'one', 'depart', 'posit', 'mandat', 'anoth', 'defend', 'oper', 'intern', 'comput', 'system', 'could', 'lemat']",{'intern'},Y
90,The Trusted Internet Connection  (TIC) program that was designed to reduce  the number of governmental connections to  the Internet is indicative of some of the prob- lems.,"['trust', 'internet', 'connect', 'tic', 'program', 'design', 'reduc', 'number', 'government', 'connect', 'internet', 'indic', 'lem']",{'internet'},Y
91,"TIC was launched in 2007 by the Office  of Management and Budget to improve the  reliability and security of U.S. Government  networks, with all departments except DOD  required to participate.","['tic', 'launch', 'offic', 'manag', 'budget', 'improv', 'reliabl', 'secur', 'govern', 'network', 'depart', 'except', 'dod', 'requir', 'particip']","{'secur', 'manag', 'network', 'requir'}",Y
92,"As of September  2009, none of the 23 agencies involved was  fully compliant.15  Option B (1): Placing the Department  of  Homeland  Security  in  Charge.","['septemb', 'none', 'agenc', 'involv', 'fulli', 'option', 'b', 'place', 'depart', 'homeland', 'secur', 'charg']",{'secur'},Y
