No.,Sentence,StemWords,MatchWords,Use
15,"However,  to  the  best  of  the  researchers’  knowledge,  there  is  no  existing  composite  indicator  exclusively measuring the performance of member states on the seven critical constructs of child  online protection.","['howev', 'best', 'research', 'knowledg', 'exist', 'composit', 'indic', 'exclus', 'measur', 'perform', 'member', 'state', 'seven', 'critic', 'construct', 'child', 'onlin', 'protect']",{'measur'},Y
16,"A child online protection (COP) composite index is crucial because it provides  an evidence-based approach to policy debates on child online protection, provides an instrument  that  directly and promptly identifies  needs and gaps in child protection systems and  creates a  tool for cross-national  comparisons for advocacy,  funding purposes and illustration of complex  and  sometimes  elusive  issues  surrounding  child  online  protection..  Composite  indicators  (CIs)  which  compare  country  performance  are  increasingly  recognized  as  a  useful  tool  in  policy  analysis and public communication.","['child', 'onlin', 'protect', 'cop', 'composit', 'index', 'crucial', 'provid', 'approach', 'polici', 'debat', 'child', 'onlin', 'protect', 'provid', 'instrument', 'directli', 'promptli', 'identifi', 'need', 'gap', 'child', 'protect', 'system', 'creat', 'tool', 'comparison', 'advocaci', 'fund', 'purpos', 'illustr', 'complex', 'sometim', 'elus', 'issu', 'surround', 'child', 'onlin', 'composit', 'indic', 'ci', 'compar', 'countri', 'perform', 'increasingli', 'recogn', 'use', 'tool', 'polici', 'analysi', 'public', 'commun']",set(),N
17,"Thus the objective of this study is to construct a composite measure which provides an intuitive  understanding of the gaps in child online protection system, creates cross national comparisons  for  advocacy  and  action  and  explores,  clarifies  and  summarizes  in  a  simple  manner,  the  complexities and multi-dimensional issues surrounding the child online protection.","['thu', 'object', 'studi', 'construct', 'composit', 'measur', 'provid', 'intuit', 'understand', 'gap', 'child', 'onlin', 'protect', 'system', 'creat', 'cross', 'nation', 'comparison', 'advocaci', 'action', 'explor', 'clarifi', 'summar', 'simpl', 'manner', 'complex', 'issu', 'surround', 'child', 'onlin', 'protect']",{'measur'},Y
18,This makes it  possible  for  global  and  local  stakeholders  to  get  a  tractable  and  representative  sense  of  the  prevailing situation of child online protection in a given country as it stands in comparison with  others.,"['make', 'possibl', 'global', 'local', 'stakehold', 'get', 'tractabl', 'repres', 'sens', 'prevail', 'situat', 'child', 'onlin', 'protect', 'given', 'countri', 'stand', 'comparison', 'other']",set(),N
19,"More  so,  converting  child  online  protection  from  being  largely  a  catchphrase  to  a  measurable  term,  can  spur  fruitful  process  of  dialogue  over  policy  development  and  policy  implementation.","['convert', 'child', 'onlin', 'protect', 'larg', 'catchphras', 'measur', 'term', 'spur', 'fruit', 'process', 'dialogu', 'polici', 'develop', 'polici', 'implement']","{'implement', 'measur', 'develop'}",Y
20,"In  the  long-term,  the  commitment  to  regularly  produce  and  update  the  quantitative  ratings  of  various  countries  based  on  child  online  protection  may  facilitate  communication with ordinary citizens including stakeholders in countries with both high and low  internet penetration.","['commit', 'regularli', 'produc', 'updat', 'quantit', 'rate', 'variou', 'countri', 'base', 'child', 'onlin', 'protect', 'may', 'facilit', 'commun', 'ordinari', 'citizen', 'includ', 'stakehold', 'countri', 'high', 'low', 'internet', 'penetr']","{'internet', 'includ'}",Y
21,"Conceptual Framework   The  adoption  of  the  Rio  de  Janeiro  Declaration/Call  for  Action  to  Prevent  and  Stop  Sexual  Exploitation of Children and  Adolescents at the 3rd World  Congress  Sexual  Exploitation of Children and  Adolescents,  in  November,  2008  is  partly  an  evidence  of  the  global  recognition  of  the  critical  importance  of  child  online  protection  in  the  era  of  massively- available  broadband  Internet.","['conceptu', 'framework', 'adopt', 'rio', 'de', 'janeiro', 'action', 'prevent', 'stop', 'sexual', 'exploit', 'children', 'adolesc', 'world', 'congress', 'sexual', 'exploit', 'children', 'adolesc', 'novemb', 'partli', 'evid', 'global', 'recognit', 'critic', 'import', 'child', 'onlin', 'protect', 'era', 'avail', 'broadband', 'internet']",{'internet'},Y
22,"The  Rio  de  Janeiro  Declaration  and  other  considerable  body  of  international  laws  and  instruments  including  the  UN  convention  on  the  rights  of  the  child,  mandates global action to protect children both generally, and also specifically in relation to the  internet.","['rio', 'de', 'janeiro', 'declar', 'consider', 'bodi', 'intern', 'law', 'instrument', 'includ', 'un', 'convent', 'right', 'child', 'mandat', 'global', 'action', 'protect', 'children', 'gener', 'also', 'specif', 'relat', 'internet']","{'internet', 'includ', 'intern'}",Y
23,"against   the   While  specific  approaches  to  child  protection  vary  by  jurisdiction,  efforts  to  date  to  protect  children  online  have  focused  on  four  key  actors  namely  Government/Policymakers,  Industry,  Parents/Guardians/ Educators and Children.","['specif', 'approach', 'child', 'protect', 'vari', 'jurisdict', 'effort', 'date', 'protect', 'children', 'onlin', 'focus', 'four', 'key', 'actor', 'name', 'industri', 'educ', 'children']",{'industri'},Y
24,"For instance, specific guidelines were prepared for  these  four  key  actors  by  the  International  Telecommunications  Union  (ITU)  and  a  team  of  contributing  authors  from  leading  institutions  active  in  the  information  and  communications  technologies  (ICT)  sector  and  in  child  online  safety  issues  such  as  Children’s  Charities’  Coalition on Internet Safety (CHIS), Child Helpline International (CHI), International Centre for  Missing  &  Exploited  Children  (ICMEC),  Interpol  and  United  Nations  Interregional  Crime  and  Justice Research Institute (UNICRI).","['instanc', 'specif', 'guidelin', 'prepar', 'four', 'key', 'actor', 'intern', 'telecommun', 'union', 'itu', 'team', 'contribut', 'author', 'lead', 'institut', 'activ', 'inform', 'commun', 'technolog', 'ict', 'sector', 'child', 'onlin', 'safeti', 'issu', 'children', 'chariti', 'coalit', 'internet', 'safeti', 'chi', 'child', 'helplin', 'intern', 'chi', 'intern', 'centr', 'miss', 'exploit', 'children', 'icmec', 'interpol', 'unit', 'nation', 'interregion', 'crime', 'justic', 'research', 'institut', 'unicri']","{'internet', 'inform', 'intern', 'technolog'}",Y
25,The  four  key  actors  were  framed  in  the  following  ways.,"['four', 'key', 'actor', 'frame', 'follow', 'way']",set(),N
26,"Government  actors  refers  to  national  governments and policy making institution that are member states with subscribed obligations to  protect and realize the rights of children as laid out in the UN Convention on the Rights of the  Child, adopted by UN General Assembly resolution 44/25 of 20  November  1989  and  the  World  Summit  on  Information  Society  (WSIS).","['govern', 'actor', 'refer', 'nation', 'govern', 'polici', 'make', 'institut', 'member', 'state', 'subscrib', 'oblig', 'protect', 'realiz', 'right', 'children', 'laid', 'un', 'convent', 'right', 'child', 'adopt', 'un', 'gener', 'assembl', 'resolut', 'novemb', 'world', 'summit', 'inform', 'societi', 'wsi']",{'inform'},Y
27,The  industry  captures  companies  that  are  developing or providing new technology products and services.,"['industri', 'captur', 'compani', 'develop', 'provid', 'new', 'technolog', 'product', 'servic']","{'industri', 'develop', 'technolog'}",Y
28,"Parents, guardians and educators  captures  all  individuals  in  these  category  including  organizations  such  as  schools,  public  libraries, health centers, shopping malls and major retail centers since they all provide accessible  venues for the presentation of safety information.","['parent', 'guardian', 'educ', 'captur', 'individu', 'categori', 'includ', 'organ', 'school', 'public', 'librari', 'health', 'center', 'shop', 'mall', 'major', 'retail', 'center', 'sinc', 'provid', 'access', 'venu', 'present', 'safeti', 'inform']","{'organ', 'inform', 'includ', 'access'}",Y
29,The guidelines developed for these key actors address issues facing all persons under the age of  18 in all parts of the world since the UN Convention on the Rights of the Child defines a child as  being any person under the age of 18.,"['guidelin', 'develop', 'key', 'actor', 'address', 'issu', 'face', 'person', 'age', 'part', 'world', 'sinc', 'un', 'convent', 'right', 'child', 'defin', 'child', 'person', 'age']",{'develop'},Y
30,"The UN convention on the rights of the child also applies  to  every  child  without  discrimination,  whatever  their  ethnicity,  gender,  religion,  language,  abilities or any other status and places key importance on parents, caregivers, governments and  service providers   Hence  the  COPI  framework  is  based  the  UNHR  Optional  Protocol  to  the  Conventions  of  the  Rights  of  the  Child,  the  Child  Pact  Coalition  for  Child  Protection,  the  ITU  National  Cybersecurity  Strategy  Guide  Framework/Country  Profiles  and    the  Child  Online  Protection  (COP) guideline for key actors prepared by the International Telecommunications Union (ITU)  and institutions active in the information and communications technologies (ICT) sector and in  child  online  safety  issues  such  as  Children’s  Charities’  Coalition  on  Internet  Safety  (CHIS),   Child  Helpline  International  (CHI),  International  Centre  for  Missing  &  Exploited  Children  (ICMEC),  Interpol  and  United  Nations  Interregional  Crime  and  Justice  Research  Institute  (UNICRI).","['un', 'convent', 'right', 'child', 'also', 'appli', 'everi', 'child', 'without', 'discrimin', 'whatev', 'ethnic', 'gender', 'religion', 'languag', 'abil', 'statu', 'place', 'key', 'import', 'parent', 'caregiv', 'govern', 'servic', 'provid', 'henc', 'copi', 'framework', 'base', 'unhr', 'option', 'protocol', 'convent', 'right', 'child', 'child', 'pact', 'coalit', 'child', 'protect', 'itu', 'nation', 'cybersecur', 'strategi', 'guid', 'profil', 'child', 'onlin', 'protect', 'cop', 'guidelin', 'key', 'actor', 'prepar', 'intern', 'telecommun', 'union', 'itu', 'institut', 'activ', 'inform', 'commun', 'technolog', 'ict', 'sector', 'child', 'onlin', 'safeti', 'issu', 'children', 'chariti', 'coalit', 'internet', 'safeti', 'chi', 'child', 'helplin', 'intern', 'chi', 'intern', 'centr', 'miss', 'exploit', 'children', 'icmec', 'interpol', 'unit', 'nation', 'interregion', 'crime', 'justic', 'research', 'institut', 'unicri']","{'inform', 'technolog', 'internet', 'intern', 'cybersecur'}",Y
31,"From  the  existing  framework,  the  study  identified  seven  critical  pillars  necessary  for  the  protection of the child online and enabling the safeties of the child.","['exist', 'framework', 'studi', 'identifi', 'seven', 'critic', 'pillar', 'necessari', 'protect', 'child', 'onlin', 'enabl', 'safeti', 'child']",set(),N
32,"These critical pillars include  declaration of a national child online protection strategy and policies, availability of information  sharing  and  reporting  mechanism  between  actors,  availability  of  technical  tools  for  children  to  stay safer, public education/awareness and capacity building on child abusive materials.","['critic', 'pillar', 'includ', 'declar', 'nation', 'child', 'onlin', 'protect', 'strategi', 'polici', 'avail', 'inform', 'share', 'report', 'mechan', 'actor', 'avail', 'technic', 'tool', 'children', 'stay', 'safer', 'public', 'capac', 'build', 'child', 'abus', 'materi']","{'inform', 'includ'}",Y
33,"National  strategy  for  COP:  The  national  child  online  protection  strategy  describes  the  the  possession, production and distribution of  child abuse materials (CAM) in each of the countries  understudy  and  outlines  the necessary steps, programs, initiatives and  other strategic plans  that  must  be  implemented  to  address  the  the  demand  for  CAM.","['nation', 'strategi', 'cop', 'nation', 'child', 'onlin', 'protect', 'strategi', 'describ', 'possess', 'product', 'distribut', 'child', 'abus', 'materi', 'cam', 'countri', 'understudi', 'outlin', 'necessari', 'step', 'program', 'initi', 'strateg', 'plan', 'must', 'implement', 'address', 'demand', 'cam']",{'implement'},Y
34,"Ideally,  it  captures  outlawing  “grooming”  or  other  forms  of  remote  enticement  of  legal  minors  into  inappropriate  sexual  contact  or  sexual  activity;  outlawing  the  possession,  production  and  distribution  of  CAM,  irrespective  of  the  intent  to  distribute;  taking  additional  steps to  disrupt  or  reduce  the  traffic  in  CAM,  for  example  by  establishing  a  national  hotline  and  by  deploying  measures  which  will  block access to web sites and Usenet Newsgroups known to contain or advertise the availability  of CAM.","['ideal', 'captur', 'outlaw', 'groom', 'form', 'remot', 'entic', 'legal', 'minor', 'inappropri', 'sexual', 'contact', 'sexual', 'activ', 'outlaw', 'possess', 'product', 'distribut', 'cam', 'irrespect', 'intent', 'distribut', 'take', 'addit', 'step', 'disrupt', 'reduc', 'traffic', 'cam', 'exampl', 'establish', 'nation', 'hotlin', 'deploy', 'measur', 'block', 'access', 'web', 'site', 'usenet', 'newsgroup', 'known', 'contain', 'advertis', 'avail', 'cam']","{'measur', 'access'}",Y
35,"An actionable national child online protection strategy recognizes the need to commit  limited  resources  (e.g.,  political  will,  money,  time,  and  people)  as  well  as  providing  long  term  support for victims.","['action', 'nation', 'child', 'onlin', 'protect', 'strategi', 'recogn', 'need', 'commit', 'limit', 'resourc', 'polit', 'money', 'time', 'peopl', 'well', 'provid', 'long', 'term', 'support', 'victim']",set(),N
36,Information sharing and reporting mechanism   Information  sharing  enables  the  exchange  of  actionable  intelligence/information  between  government and all key actors.,"['inform', 'share', 'report', 'mechan', 'inform', 'share', 'enabl', 'exchang', 'action', 'govern', 'key', 'actor']",{'inform'},Y
37,"Individual nations are expected to employ cross-sector and cross-  stakeholder  coordination  mechanisms  to  address  critical  interdependencies,  including  incident  situational awareness and cross- sector and cross-stakeholder incident management.","['individu', 'nation', 'expect', 'employ', 'stakehold', 'coordin', 'mechan', 'address', 'critic', 'interdepend', 'includ', 'incid', 'situat', 'awar', 'sector', 'incid', 'manag']","{'manag', 'includ'}",Y
38,"Ideally each  nation should have a strong in rapid assistance mechanisms such as a  “Notice and Takedown”  regime which allows ISPs, ESPs, domain registrars and web hosts to close an offending site or  cancel an email account upon request    Legislations, regulations and policies   This concept captures the existence of specific legislations that criminalize CAM which includes  offences  specific  to  the  use  of  technology  and  the  Internet  as  it  relates  to  CAM.","['ideal', 'nation', 'strong', 'rapid', 'assist', 'mechan', 'notic', 'takedown', 'regim', 'allow', 'isp', 'esp', 'domain', 'registrar', 'web', 'host', 'close', 'offend', 'site', 'cancel', 'email', 'account', 'upon', 'request', 'legisl', 'regul', 'polici', 'concept', 'captur', 'exist', 'specif', 'legisl', 'crimin', 'cam', 'includ', 'offenc', 'specif', 'use', 'technolog', 'internet', 'relat', 'cam']","{'internet', 'includ', 'technolog'}",Y
39,Ideally  the  legislations  should  also  make  provisions  in  the  law  for  a  greater  commitment  of  resources  in  order to enforce these specific laws and for  training  law  enforcement officials who will invariably be challenged to keep up with the use of technology by  offenders.,"['ideal', 'legisl', 'also', 'make', 'provis', 'law', 'greater', 'commit', 'resourc', 'order', 'enforc', 'specif', 'law', 'train', 'law', 'enforc', 'offici', 'invari', 'challeng', 'keep', 'use', 'technolog', 'offend']",{'technolog'},Y
40,"The adopted legislations should clearly and precisely define a child and CAM; create  criminal  offences  and  penalties  for  CAM  possession,  manufacture,  distribution  and/or  accomplices of same.","['adopt', 'legisl', 'clearli', 'precis', 'defin', 'child', 'cam', 'creat', 'crimin', 'offenc', 'penalti', 'cam', 'possess', 'manufactur', 'distribut', 'accomplic']",set(),N
41,"judicial,  prosecutorial  and   for   Collaborations,  cooperation,  and  partnerships:  This  refers  to  officially  recognized  local  and  international public and private sector partnerships; inter alia, information exchange, creation of  knowledge, sharing of best practices, assistance in developing multi-stakeholder  and provisions  of bilateral mutual legal assistance treaties or multilateral conventions.","['judici', 'prosecutori', 'collabor', 'cooper', 'partnership', 'refer', 'offici', 'recogn', 'local', 'intern', 'public', 'privat', 'sector', 'partnership', 'inter', 'alia', 'inform', 'exchang', 'creation', 'knowledg', 'share', 'best', 'practic', 'assist', 'develop', 'provis', 'bilater', 'mutual', 'legal', 'assist', 'treati', 'multilater', 'convent']","{'practic', 'inform', 'develop', 'intern'}",Y
42,Technical Measures and Standards: This captures access to technical tools for children to stay  safer E.g.,"['technic', 'measur', 'standard', 'captur', 'access', 'technic', 'tool', 'children', 'stay', 'safer']","{'measur', 'access', 'standard'}",Y
43,"child safety soft wares, age verification, filtering programs, parental control tools, age- differentiated  experiences  with  password-protected  content,  block/allow  lists,  purchase/time  controls, opt-out functions, filtering and moderating.","['child', 'safeti', 'soft', 'ware', 'age', 'verif', 'filter', 'program', 'parent', 'control', 'tool', 'differenti', 'experi', 'content', 'list', 'control', 'function', 'filter', 'moder']",{'control'},Y
44,"Public education and Awareness: this pillar captures evidence of established Public Education  and  Awareness  Activities  by  government  and  industry,  existence  and  publication  of  codes  of  good  practice  for  all  relevant  stakeholders,  evidence  of  customer  education  on  how  to  manage  concerns relating to internet.","['public', 'educ', 'awar', 'pillar', 'captur', 'evid', 'establish', 'public', 'educ', 'awar', 'activ', 'govern', 'industri', 'exist', 'public', 'code', 'good', 'practic', 'relev', 'stakehold', 'evid', 'custom', 'educ', 'manag', 'concern', 'relat', 'internet']","{'practic', 'industri', 'manag', 'internet'}",Y
45,"Method of computation and structure of the Child Online Protection Index  (COPI)   In  accordance  with  previous  work  in  the  field  of  child  online  protection,  the  Child  Online  Protection  Index  (COPI)  is  essentially  a  composite  indicator,  aggregating  39  indicators  within  seven  sub-indexes  for  an  objective  assessment  of  where  each  country  stands  in  child  online  protection across seven critical priority areas.","['method', 'comput', 'structur', 'child', 'onlin', 'protect', 'index', 'copi', 'accord', 'previou', 'work', 'field', 'child', 'onlin', 'protect', 'child', 'onlin', 'protect', 'index', 'copi', 'essenti', 'composit', 'indic', 'aggreg', 'indic', 'within', 'seven', 'object', 'assess', 'countri', 'stand', 'child', 'onlin', 'protect', 'across', 'seven', 'critic', 'prioriti', 'area']",{'work'},Y
46,"To  construct  the  sub-index,  the  study  simply  adapts  elements  that  appear  at  least  in  two  of  all  four  ITU  COP  initiatives  and  guidelines  for  key  actors  and  in  at  least  two  of  the  following  frameworks:  ITU’s  National  Cybersecurity  Strategy  Guide  Framework/Country  Profiles,  the  UNHR Optional Protocol to the Conventions of the Rights of the Child the Child Pact Coalition  for Child Protection, the International Centre for Missing & Exploited Children (ICMEC) annual  reports  on  “Child  Pornography:  Model  Legislation  &  Global  Review,  Children’s  Charities’  Coalition on Internet Safety (CHIS), Child Helpline International (CHI), International Centre for  Missing  &  Exploited  Children  (ICMEC),  Interpol  and  United  Nations  Interregional  Crime  and  Justice Research Institute (UNICRI).","['construct', 'studi', 'simpli', 'adapt', 'element', 'appear', 'least', 'two', 'four', 'itu', 'cop', 'initi', 'guidelin', 'key', 'actor', 'least', 'two', 'follow', 'framework', 'itu', 'nation', 'cybersecur', 'strategi', 'guid', 'profil', 'unhr', 'option', 'protocol', 'convent', 'right', 'child', 'child', 'pact', 'coalit', 'child', 'protect', 'intern', 'centr', 'miss', 'exploit', 'children', 'icmec', 'annual', 'report', 'child', 'pornographi', 'model', 'legisl', 'global', 'review', 'children', 'chariti', 'coalit', 'internet', 'safeti', 'chi', 'child', 'helplin', 'intern', 'chi', 'intern', 'centr', 'miss', 'exploit', 'children', 'icmec', 'interpol', 'unit', 'nation', 'interregion', 'crime', 'justic', 'research', 'institut', 'unicri']","{'internet', 'intern', 'cybersecur'}",Y
47,Then  the  indicators  were  derived  selected  on  the  basis  of  the  relevance  of  each  indicator  to  contributing to the main objectives/framework of each sub-index and data availability/quality.,"['indic', 'deriv', 'select', 'basi', 'relev', 'indic', 'contribut', 'main', 'data']",set(),N
48,"Accordingly,  COPI  implements  an  objective  assessment  of  where  each  country  stands  in  child  online  protection  across  four  critical  priority  actors  and  seven  pillars.","['accordingli', 'copi', 'implement', 'object', 'assess', 'countri', 'stand', 'child', 'onlin', 'protect', 'across', 'four', 'critic', 'prioriti', 'actor', 'seven', 'pillar']",{'implement'},Y
49,"The  actors  include  government/ policy makers, industry, parents/guardian/ educators and children while the pillars  include  nationally  recognized  child  online  protection  strategy;  legislations,  policies  and  regulations;  collaboration,  cooperation  and  partnerships;  technical  measures;  information   sharing/reporting  mechanism;  public  education  and  awareness;  capacity  building/  institutional  support,.","['actor', 'includ', 'polici', 'maker', 'industri', 'educ', 'children', 'pillar', 'includ', 'nation', 'recogn', 'child', 'onlin', 'protect', 'strategi', 'legisl', 'polici', 'regul', 'collabor', 'cooper', 'partnership', 'technic', 'measur', 'inform', 'mechan', 'public', 'educ', 'awar', 'capac', 'institut', 'support']","{'industri', 'measur', 'inform', 'includ'}",Y
50,These  seven  pillars  are  reflected  in  the  COPI  structure  which  comprises  seven  sub- indexes measured by 39 categorical indicators.,"['seven', 'pillar', 'reflect', 'copi', 'structur', 'compris', 'seven', 'index', 'measur', 'categor', 'indic']",{'measur'},Y
51,See table 1 for detailed description.,"['see', 'tabl', 'detail', 'descript']",set(),N
52,"For the purpose of collecting data, the COPI uses the multiple questioning approach  which are  categorical  only  at  the  indicator  level.","['purpos', 'collect', 'data', 'copi', 'use', 'multipl', 'question', 'approach', 'categor', 'indic', 'level']",set(),N
53,"For  instance,  to  objectively  explore  and  assess  where  a  country stands in child online protection across the seven areas the seven areas are converted to  the following questions (referred to as sub index).","['instanc', 'object', 'explor', 'assess', 'countri', 'stand', 'child', 'onlin', 'protect', 'across', 'seven', 'area', 'seven', 'area', 'convert', 'follow', 'question', 'refer', 'sub', 'index']",set(),N
54,a.,[],set(),N
55,Is there a well-articulated and operational national child online protection strategy?,"['oper', 'nation', 'child', 'onlin', 'protect', 'strategi']",set(),N
56,b.,['b'],set(),N
57,What is the nature of legislative provisions for COP in each country  c.  What technical measures and standards exist in the country?,"['natur', 'legisl', 'provis', 'cop', 'countri', 'technic', 'measur', 'standard', 'exist', 'countri']","{'measur', 'standard'}",Y
58,"d.  Has  the  country  ratified  or  acceded  to  cooperation,  collaborations,  international  treaties   and or multilateral conventions to combat child abusive materials (CAM)?","['countri', 'ratifi', 'acced', 'cooper', 'collabor', 'intern', 'treati', 'multilater', 'convent', 'combat', 'child', 'abus', 'materi', 'cam']",{'intern'},Y
59,e.  Is  there  an  information  sharing  and  reporting  mechanisms  between  the  government  and   industry?,"['inform', 'share', 'report', 'mechan', 'govern', 'industri']","{'industri', 'inform'}",Y
60,"f.  What  are the established  capacity building,  public education and awareness  activities to   protect children from CAM?","['establish', 'capac', 'build', 'public', 'educ', 'awar', 'activ', 'protect', 'children', 'cam']",set(),N
61,"Afterwards,  each  of  the  above  sub-index  are  examined  in  details  by  transforming  the  individual indicators to questions like the examples below   a.","['afterward', 'examin', 'detail', 'transform', 'individu', 'indic', 'question', 'like', 'exampl']",set(),N
62,Existence of a national strategy for child online protection the sub-index is measured   with the following  items:   1.,"['exist', 'nation', 'strategi', 'child', 'onlin', 'protect', 'measur', 'follow', 'item']",{'measur'},Y
