No.,Sentence,StemWords,MatchWords,Use
18,"However, for children to fully utilize  the  vast  opportunities  the  internet  offers  while  avoiding  the  negative  consequences,  it  is   1 | P a g e         important that they feel confident that they are safe online and know how to protect themselves  against potential threats.","['howev', 'children', 'fulli', 'util', 'vast', 'opportun', 'internet', 'offer', 'avoid', 'neg', 'consequ', 'p', 'g', 'e', 'import', 'feel', 'confid', 'safe', 'onlin', 'know', 'protect', 'potenti', 'threat']",{'internet'},Y
19,This analytical piece highlights challenges affecting child online protection (COP) in Ghana in  terms  of  policies  and  practices.,"['analyt', 'piec', 'highlight', 'challeng', 'affect', 'child', 'onlin', 'protect', 'cop', 'ghana', 'term', 'polici', 'practic']",{'practic'},Y
20,The  brief  also  outlines  a  number  of  recommendations  for  improving a safe online experience for children in Ghana.,"['brief', 'also', 'outlin', 'number', 'recommend', 'improv', 'safe', 'onlin', 'experi', 'children', 'ghana']",set(),N
21,"Overview of Child Online Protection Issues in Ghana   In  Ghana,  as  in  other  countries  around  the  world, increasing numbers of children are gaining  access to the Internet.","['overview', 'child', 'onlin', 'protect', 'issu', 'ghana', 'ghana', 'countri', 'around', 'world', 'increas', 'number', 'children', 'gain', 'access', 'internet']","{'internet', 'access'}",Y
22,They engage in chat rooms and share personal information when online.,"['engag', 'chat', 'room', 'share', 'person', 'inform', 'onlin']",{'inform'},Y
23,"This  makes  them  vulnerable  targets  for  predators  to  abuse  sexually  and  exploit  for  scams,  identity theft, and other social vices.","['make', 'vulner', 'target', 'predat', 'abus', 'sexual', 'exploit', 'scam', 'ident', 'theft', 'social', 'vice']",set(),N
24,"Among the Ghanaian public, especially children, there is a general dearth of knowledge on the  various threats associated with online activities.","['among', 'ghanaian', 'public', 'especi', 'children', 'gener', 'dearth', 'knowledg', 'variou', 'threat', 'associ', 'onlin', 'activ']",set(),N
25,This is compounded by the fact that many young  people do not have what it takes to stay safe online.,"['compound', 'fact', 'mani', 'young', 'peopl', 'take', 'stay', 'safe', 'onlin']",set(),N
26,"As a result, children and young people are at  risk of becoming involved in illegal or inappropriate activities such as buying and selling stolen  goods,  cyberbullying,  online  gaming  and  addiction,  online  fraud,  privacy  and  identity  theft,  sexting,  self-harm  and  radicalisation.","['result', 'children', 'young', 'peopl', 'risk', 'becom', 'involv', 'illeg', 'inappropri', 'activ', 'buy', 'sell', 'stolen', 'good', 'cyberbulli', 'onlin', 'game', 'addict', 'onlin', 'fraud', 'privaci', 'ident', 'theft', 'sext', 'radicalis']",set(),N
27,"Some  are  also  at  risk  of  being  involved  in  the viewing,  possessing, making and distributing pornographic images.","['also', 'risk', 'involv', 'view', 'possess', 'make', 'distribut', 'pornograph', 'imag']",set(),N
28,Policy Environment   Protecting children online is acknowledged to be a global challenge.,"['polici', 'environ', 'protect', 'children', 'onlin', 'acknowledg', 'global', 'challeng']",set(),N
29,Some countries have come  up  with  policies  and  regulations  targeted  at  protecting  children  online.,"['countri', 'come', 'polici', 'regul', 'target', 'protect', 'children', 'onlin']",set(),N
30,"The  International  Telecommunications  Union  (ITU)  has  also  developed  a  global set of Guidelines for children;  parents, guardians and educators; industry; and policy makers to be adopted and adapted to suit  national  and  local  realities.","['intern', 'telecommun', 'union', 'itu', 'also', 'develop', 'global', 'set', 'guidelin', 'children', 'parent', 'guardian', 'educ', 'industri', 'polici', 'maker', 'adopt', 'adapt', 'suit', 'nation', 'local', 'realiti']","{'industri', 'develop', 'intern'}",Y
31,"In  Ghana  however,  there  are  no  known  policies  or  institutional  frameworks,  whether  developed  locally  or  adapted  from  the  ITU  Guidelines  or  other  best  practices,  intended  to  protect  and  safeguard  children  in  cyberspace.","['ghana', 'howev', 'known', 'polici', 'institut', 'framework', 'whether', 'develop', 'local', 'adapt', 'itu', 'guidelin', 'best', 'practic', 'intend', 'protect', 'safeguard', 'children', 'cyberspac']","{'practic', 'develop'}",Y
32,"Even  though  the  Information  &  Communications  Technology  for  Accelerated  Development  (ICT4AD)  Policy   exists, it does not make provisions for the protection of children online.","['even', 'though', 'inform', 'commun', 'technolog', 'acceler', 'develop', 'polici', 'exist', 'make', 'provis', 'protect', 'children', 'onlin']","{'develop', 'inform', 'technolog'}",Y
33,"The sector regulator, the  National  Communications  Authority  (NCA),  has  also not developed any specific guideline or  policy to guide industry players and users on COP issues.","['sector', 'regul', 'nation', 'commun', 'author', 'nca', 'also', 'develop', 'specif', 'guidelin', 'polici', 'guid', 'industri', 'player', 'user', 'cop', 'issu']","{'industri', 'develop'}",Y
34,The resultant effect of the lack of policy on COP is the fact that there is no clear guideline on  how issues of online abuses or violations against children are to be addressed.,"['result', 'effect', 'lack', 'polici', 'cop', 'fact', 'clear', 'guidelin', 'issu', 'onlin', 'abus', 'violat', 'children', 'address']",set(),N
35,"So far, reported  cases of online abuses against children have been interpreted as isolated cases of child abuse or  young people’s non-adherence to rules.","['far', 'report', 'case', 'onlin', 'abus', 'children', 'interpret', 'isol', 'case', 'child', 'abus', 'young', 'peopl', 'rule']",set(),N
36,"Even though Ghana has ratified the UN Convention on  the Right of the Child, and given meaning to the Convention by enacting the Children Act 1998,  neither  the  Act  nor  the  recently-introduced  Child  and  Family  Welfare  Policy  has  online  safety/protection considerations.","['even', 'though', 'ghana', 'ratifi', 'un', 'convent', 'right', 'child', 'given', 'mean', 'convent', 'enact', 'children', 'act', 'neither', 'act', 'child', 'famili', 'welfar', 'polici', 'onlin', 'consider']",set(),N
37,"2 | P a g e         What is currently available is the Ministry of Communications’ National Cyber Security Policy &  Strategy  Final  Draft  document  (as  at  July  23,  2015)  which  makes  the  following  provision in  relation to COP:     Child Online Protection Policy measures will be implemented through multi-stakeholder  working  by  government,  industry, civil society, and relevant international child online  protection agencies.","['p', 'g', 'e', 'current', 'avail', 'ministri', 'commun', 'nation', 'cyber', 'secur', 'polici', 'strategi', 'final', 'draft', 'document', 'juli', 'make', 'follow', 'provis', 'relat', 'cop', 'child', 'onlin', 'protect', 'polici', 'measur', 'implement', 'work', 'govern', 'industri', 'civil', 'societi', 'relev', 'intern', 'child', 'onlin', 'protect', 'agenc']","{'industri', 'work', 'implement', 'measur', 'intern', 'cyber', 'secur'}",Y
38,Government will encourage dialogue at national and local levels to  engage  all  concerned  and  create  awareness  of  the  possibilities  and  dangers  of  the  Internet.,"['govern', 'encourag', 'dialogu', 'nation', 'local', 'level', 'engag', 'concern', 'creat', 'awar', 'possibl', 'danger', 'internet']",{'internet'},Y
39,"At  a  recent  Africa  Regional  Conference  on  COP,  the  Director  of  Research,  Statistics  and  Infrastructure  Management  at  the  Ministry  of  Communications  also  shared  a  roadmap  and  strategies  being  put  in  place  to  ensure  that  children  are  protected  online.","['recent', 'africa', 'region', 'confer', 'cop', 'director', 'research', 'statist', 'infrastructur', 'manag', 'ministri', 'commun', 'also', 'share', 'roadmap', 'strategi', 'put', 'place', 'ensur', 'children', 'protect', 'onlin']",{'manag'},Y
40,"The  four-point  strategies make the following provision:   a)  Development  of  a  sound  research  base  on  COP  issues  and  establishment  of  a  stakeholder working group to serve as the leading expert group that advises government  on formulation and implementation of a national COP plan    b)  Capacity building and awareness creation among key stakeholders  c)  Development  of  legal  measures  to  review  the  existing  child  protection  act  to include   COP   d)  Establishment  of  an  online  COP  Portal  with  child  online  education  information  and  online  forms  for    reporting  COP  incidents,  as  well  as  a  call  centre  with special COP  support numbers for the public to call for assistance     When implemented, the proposed strategies will help improve the safety of the country’s young  netizens.","['strategi', 'make', 'follow', 'provis', 'develop', 'sound', 'research', 'base', 'cop', 'issu', 'establish', 'stakehold', 'work', 'group', 'serv', 'lead', 'expert', 'group', 'advis', 'govern', 'formul', 'implement', 'nation', 'cop', 'plan', 'b', 'capac', 'build', 'awar', 'creation', 'among', 'key', 'stakehold', 'c', 'develop', 'legal', 'measur', 'review', 'exist', 'child', 'protect', 'act', 'includ', 'cop', 'establish', 'onlin', 'cop', 'portal', 'child', 'onlin', 'educ', 'inform', 'onlin', 'form', 'report', 'cop', 'incid', 'well', 'call', 'centr', 'special', 'cop', 'support', 'number', 'public', 'call', 'assist', 'implement', 'propos', 'strategi', 'help', 'improv', 'safeti', 'countri', 'young', 'netizen']","{'work', 'group', 'inform', 'implement', 'measur', 'develop', 'includ'}",Y
41,The  cooperation  of  all  relevant  stakeholders  will  make  the  implementation  less  cumbersome  and  faster.,"['cooper', 'relev', 'stakehold', 'make', 'implement', 'less', 'cumbersom', 'faster']",{'implement'},Y
42,"Stakeholders,  especially  civil  society,  will  have  to  conscientiously  monitor  closely  the  implementation  of  the  roadmap  to  ensure  that  its  objective  is  achieved.","['stakehold', 'especi', 'civil', 'societi', 'conscienti', 'monitor', 'close', 'implement', 'roadmap', 'ensur', 'object', 'achiev']",{'implement'},Y
43,Periodic review and update of the strategies will also be appropriate.,"['period', 'review', 'updat', 'strategi', 'also', 'appropri']",set(),N
44,"Practices   Compared  to  other  parts  of  the  world,  the  number  of  Ghanaian  children  with  access  to  the  internet  is  relatively low.","['practic', 'compar', 'part', 'world', 'number', 'ghanaian', 'children', 'access', 'internet', 'rel', 'low']","{'practic', 'internet', 'access'}",Y
45,"The few who go online, access the internet through school libraries,  internet  cafe?s,  parents’  computers  and  smart  devices,  and  in  some  cases,  the  children’s  own  devices.","['go', 'onlin', 'access', 'internet', 'school', 'librari', 'internet', 'parent', 'comput', 'smart', 'devic', 'case', 'children', 'devic']","{'internet', 'devic', 'access'}",Y
46,Many  of  the  parents  whose  children  are  online  do  not  know  much  about  the  technologies and platforms they use nor the threats associated with their online activities.,"['mani', 'parent', 'whose', 'children', 'onlin', 'know', 'much', 'technolog', 'platform', 'use', 'threat', 'associ', 'onlin', 'activ']",{'technolog'},Y
47,This  makes it difficult for them (parents) to provide guidance on safety measures for their wards.,"['make', 'difficult', 'parent', 'provid', 'guidanc', 'safeti', 'measur', 'ward']",{'measur'},Y
48,This  is  compounded  by  the  fact  that  many  of  the  young  netizens  themselves  do  not  have  the  knowledge and experience to stay safe online.,"['compound', 'fact', 'mani', 'young', 'netizen', 'knowledg', 'experi', 'stay', 'safe', 'onlin']",set(),N
49,"Unfortunately,  there  is  very  little  sensitisation  from  the  media,  civil  society  groups  and  educational  institutions  about  online  hazards  in  Ghana.","['unfortun', 'littl', 'sensitis', 'media', 'civil', 'societi', 'group', 'educ', 'institut', 'onlin', 'hazard', 'ghana']",{'group'},Y
50,Media reports about the internet and  other  ICTs have often focused on the benefits of these technologies.,"['media', 'report', 'internet', 'ict', 'often', 'focus', 'benefit', 'technolog']","{'internet', 'technolog'}",Y
51,"Unless specific issues of   3 | P a g e         online fraud, abuse or crime involving children come up, there is often little or no se nsitisation  for children about the dangers associated with online activities by the media.","['unless', 'specif', 'issu', 'p', 'g', 'e', 'onlin', 'fraud', 'abus', 'crime', 'involv', 'children', 'come', 'often', 'littl', 'se', 'nsitis', 'children', 'danger', 'associ', 'onlin', 'activ', 'media']",set(),N
52,"On the civil society front, there has not been lots of work on COP in the country.","['civil', 'societi', 'front', 'lot', 'work', 'cop', 'countri']",{'work'},Y
53,Civil society  organisations  (CSOs)  working  on  children-related  issues  in  Ghana are mainly involved in the  protection  of  children’s  rights  and  wellbeing  offline.,"['civil', 'societi', 'organis', 'cso', 'work', 'issu', 'ghana', 'mainli', 'involv', 'protect', 'children', 'right', 'wellb', 'offlin']",{'work'},Y
54,"The  Global  Resource  &  Information  Directory  (GRID),  an  encyclopaedia  of  information  maintained  by  the  Family  Online  Safety  Institute on worldwide Internet trends for children and youth, notes that there are practically no  organisations  actively  involved  in  the  provision  of  online  safety  information  for  Ghanaians.","['global', 'resourc', 'inform', 'directori', 'grid', 'encyclopaedia', 'inform', 'maintain', 'famili', 'onlin', 'safeti', 'institut', 'worldwid', 'internet', 'trend', 'children', 'youth', 'note', 'practic', 'organis', 'activ', 'involv', 'provis', 'onlin', 'safeti', 'inform', 'ghanaian']","{'internet', 'practic', 'inform'}",Y
55,"According  to  GRID,  the  few  websites available focus more on improving access to ICTs and  somewhat digital literacy.","['accord', 'grid', 'websit', 'avail', 'focu', 'improv', 'access', 'ict', 'somewhat', 'digit', 'literaci']",{'access'},Y
56,"There are, however, few initiatives at the local front targeted at COP  such as J.Initiative’s advocacy and campaign for COP policy interventions.","['howev', 'initi', 'local', 'front', 'target', 'cop', 'advocaci', 'campaign', 'cop', 'polici', 'intervent']",set(),N
57,"It has also worked  collaboratively with World Vision Ghana Office to outdoor the Keeping Children Safe Online  (KCSO) tool which is aimed at educating children, young people and parents in Ghana.","['also', 'work', 'collabor', 'world', 'vision', 'ghana', 'offic', 'outdoor', 'keep', 'children', 'safe', 'onlin', 'kcso', 'tool', 'aim', 'educ', 'children', 'young', 'peopl', 'parent', 'ghana']",{'work'},Y
58,"The government of Ghana, through the ICT for Accelerated Development (ICT4AD) policy , is  gradually extending ICTs and internet accessibility to a number of educational institutions from  basic  to  tertiary  levels  in  partnership  with  corporate  and  non-profit  organisations.","['govern', 'ghana', 'ict', 'acceler', 'develop', 'polici', 'gradual', 'extend', 'ict', 'internet', 'access', 'number', 'educ', 'institut', 'basic', 'tertiari', 'level', 'partnership', 'corpor', 'organis']","{'internet', 'develop', 'access'}",Y
59,"ICTs  education in many of the institutions is however limited to hardware parts, their uses and how to  use  browsers  for  studies  and  research.","['ict', 'educ', 'mani', 'institut', 'howev', 'limit', 'hardwar', 'part', 'use', 'use', 'browser', 'studi', 'research']",set(),N
60,Sensitisation  about  the hazards associated with online  activities is often neglected; sometimes because some of the teachers themselves have limited  information on the reality of such risks.,"['sensitis', 'hazard', 'associ', 'onlin', 'activ', 'often', 'neglect', 'sometim', 'teacher', 'limit', 'inform', 'realiti', 'risk']",{'inform'},Y
61,Conclusion   The  internet  is  indeed  a great tool with which children are able to tap into a vast resource of  information  and  educational  materials.,"['conclus', 'internet', 'inde', 'great', 'tool', 'children', 'abl', 'tap', 'vast', 'resourc', 'inform', 'educ', 'materi']","{'internet', 'inform'}",Y
62,"It  also  offers  them  the  opportunity  to  interact  with  others,  play  and  be  innovative.","['also', 'offer', 'opportun', 'interact', 'other', 'play', 'innov']",set(),N
63,"In  spite  of  the  benefits  derived from internet use, the threats  associated with being online are real and children are often the most vulnerable because of their  inexperience  and  gullibility.","['spite', 'benefit', 'deriv', 'internet', 'use', 'threat', 'associ', 'onlin', 'real', 'children', 'often', 'vulner', 'inexperi', 'gullibl']",{'internet'},Y
64,"Unfortunately,  Ghana  does  not have  adequate  institutional  frameworks which can be used to protect and safeguard Ghanaian children online.","['unfortun', 'ghana', 'adequ', 'institut', 'framework', 'use', 'protect', 'safeguard', 'ghanaian', 'children', 'onlin']",set(),N
65,The  introduction  of  the  roadmap  to  COP  by the Ministry of Communication  appears to be a  great start.,"['introduct', 'roadmap', 'cop', 'ministri', 'commun', 'appear', 'great', 'start']",set(),N
66,There is however a need for a comprehensive national strategy/policy to protect the  country’s  young  netizens  from  online  hazards.,"['howev', 'need', 'comprehens', 'nation', 'protect', 'countri', 'young', 'netizen', 'onlin', 'hazard']",set(),N
67,The  strategy/policy will have to  be developed  using  a  multistakeholder  approach  to  ensure  that  the  final  outcome  document  will  meet  the  demands  and  expectations  of  all  relevant stakeholders.,"['develop', 'use', 'multistakehold', 'approach', 'ensur', 'final', 'outcom', 'document', 'meet', 'demand', 'expect', 'relev', 'stakehold']",{'develop'},Y
68,"It will also need to  meet international  standards and practices, and actually give meaning to all the conventions, agreements and treaties  Ghana is signatory to regarding the protection of children.","['also', 'need', 'meet', 'intern', 'standard', 'practic', 'actual', 'give', 'mean', 'convent', 'agreement', 'treati', 'ghana', 'signatori', 'regard', 'protect', 'children']","{'practic', 'intern', 'standard'}",Y
69,"Recommendations  With internet use rapidly increasing across the continent, it is important to shape internet-related  policies  to  meet  and  protect  the  interest  of  all  stakeholders, including children.","['recommend', 'internet', 'use', 'rapidli', 'increas', 'across', 'contin', 'import', 'shape', 'polici', 'meet', 'protect', 'interest', 'stakehold', 'includ', 'children']","{'internet', 'includ'}",Y
70,"A number of  recommendations  have  therefore  been  made  below  to  guide  government,  educational  institutions, parents and civil society in addressing COP challenges in Ghana.","['number', 'recommend', 'therefor', 'made', 'guid', 'govern', 'educ', 'institut', 'parent', 'civil', 'societi', 'address', 'cop', 'challeng', 'ghana']",set(),N
71,"4 | P a g e               Government  Government  has  a  duty to protect  its citizens, including children, from harm both offline and  online.","['p', 'g', 'e', 'govern', 'govern', 'duti', 'protect', 'citizen', 'includ', 'children', 'harm', 'offlin', 'onlin']",{'includ'},Y
72,A  COP  policy  in  Ghana  is  therefore  overdue.,"['cop', 'polici', 'ghana', 'therefor', 'overdu']",set(),N
73,"The  roadmap  on  COP  in  Ghana  as  presented  by  the  Ministry  of  Communications is a positive step, but it has to be expanded to  include  implementation  schedule with timelines for action, periodic monitoring and reporting,  and roles and responsibilities for all stakeholders at the national, regional and local levels.","['roadmap', 'cop', 'ghana', 'present', 'ministri', 'commun', 'posit', 'step', 'expand', 'includ', 'implement', 'schedul', 'timelin', 'action', 'period', 'monitor', 'report', 'role', 'respons', 'stakehold', 'nation', 'region', 'local', 'level']","{'implement', 'includ'}",Y
74,The  COP  stakeholder  working  group  will  need  an  advisory  board  made  up  of  experts  in  technology  and  child  development  to  provide  leadership  and  guidance  and  inform  policies   through a sustained research programme.,"['cop', 'stakehold', 'work', 'group', 'need', 'advisori', 'board', 'made', 'expert', 'technolog', 'child', 'develop', 'provid', 'leadership', 'guidanc', 'inform', 'polici', 'sustain', 'research', 'programm']","{'work', 'group', 'inform', 'technolog', 'develop'}",Y
75,"In addition, all relevant stakeholders must be roped in  to the roadmap and other COP policy initiatives to get the commitment of ISPs, enforcement  bodies,  regional/local  authorities,  the  private  sector,  civil  society  organisations,  schools  and  parents/guardians even before implementation.","['addit', 'relev', 'stakehold', 'must', 'rope', 'roadmap', 'cop', 'polici', 'initi', 'get', 'commit', 'isp', 'enforc', 'bodi', 'author', 'privat', 'sector', 'civil', 'societi', 'organis', 'school', 'even', 'implement']",{'implement'},Y
76,Policy  measures  that  address  different  risks  and initiatives of various stakeholders co-exist at  different levels.,"['polici', 'measur', 'address', 'differ', 'risk', 'initi', 'variou', 'stakehold', 'differ', 'level']",{'measur'},Y
77,It is therefore important to ensure that new ICT-related policy frameworks align  with other policies to ensure consistency and effectiveness.,"['therefor', 'import', 'ensur', 'new', 'polici', 'framework', 'align', 'polici', 'ensur', 'consist', 'effect']",set(),N
78,This includes the harmonisation of  all cross-ministerial initiatives on child online/offline protections for effective implementation.,"['includ', 'harmonis', 'initi', 'child', 'protect', 'effect', 'implement']","{'implement', 'includ'}",Y
79,It is also important for government to encourage public-private-partnerships in addressing COP  issues  in  the  country.,"['also', 'import', 'govern', 'encourag', 'address', 'cop', 'issu', 'countri']",set(),N
80,Public-private  partnerships  have  proven  to  be  an  effective  way  to  encourage  self-  and  co-regulation  by  industry  players  who  are  also  very  critical  in  restricting  children’s access to potentially harmful and inappropriate content without compromising their  right to information and freedom of expression.,"['partnership', 'proven', 'effect', 'way', 'encourag', 'industri', 'player', 'also', 'critic', 'restrict', 'children', 'access', 'potenti', 'harm', 'inappropri', 'content', 'without', 'compromis', 'right', 'inform', 'freedom', 'express']","{'industri', 'inform', 'access'}",Y
81,"Educational Institutions  Internet use is recognised to be an important skill in its own right, in addition to its use as an  educational  information  resource.","['educ', 'institut', 'internet', 'use', 'recognis', 'import', 'skill', 'right', 'addit', 'use', 'educ', 'inform', 'resourc']","{'internet', 'inform'}",Y
82,"The curricula for  ICTs in schools, especially the basic level  need to be expanded to cover COP issues.","['curricula', 'ict', 'school', 'especi', 'basic', 'level', 'need', 'expand', 'cover', 'cop', 'issu']",set(),N
83,"Since a number of teachers, especially those in the  rural and remote areas often have little knowledge about ICTs and related risks, and many others  find  it  difficult  to  keep  adapting  teaching  materials  to  evolve  with  children’s  ages  and  new  technologies,  it  is  recommended  that  periodic  refresher  training  should  be  organised  to  keep  them up to speed with new technologies and associated risks.","['sinc', 'number', 'teacher', 'especi', 'rural', 'remot', 'area', 'often', 'littl', 'knowledg', 'ict', 'relat', 'risk', 'mani', 'other', 'find', 'difficult', 'keep', 'adapt', 'teach', 'materi', 'evolv', 'children', 'age', 'new', 'technolog', 'recommend', 'period', 'refresh', 'train', 'organis', 'keep', 'speed', 'new', 'technolog', 'associ', 'risk']",{'technolog'},Y
84,"Beyond  the  trainings,  lesson  plans  and  other  teaching  resources  need  to  be  developed  and  upgraded regularly to help teachers stay on top of COP and e-safety issues in order to educate  their  pupils/students  on  how  to  stay  safe  online.","['beyond', 'train', 'lesson', 'plan', 'teach', 'resourc', 'need', 'develop', 'upgrad', 'regularli', 'help', 'teacher', 'stay', 'top', 'cop', 'issu', 'order', 'educ', 'stay', 'safe', 'onlin']",{'develop'},Y
85,Equipment  and  facilities  with  internet  connection  should  also  be  made  available  to all schools for practical demonstrations of COP  challenges that are often taught in theory.,"['equip', 'facil', 'internet', 'connect', 'also', 'made', 'avail', 'school', 'practic', 'demonstr', 'cop', 'challeng', 'often', 'taught', 'theori']","{'internet', 'practic'}",Y
86,Industry/Private Sector   5 | P a g e         Industry players are another group of critical stakeholders in protecting children online.,"['sector', 'p', 'g', 'e', 'industri', 'player', 'anoth', 'group', 'critic', 'stakehold', 'protect', 'children', 'onlin']","{'industri', 'group'}",Y
87,"In most  cases,  they  set  up  the  standards  that  form  the  basis  for  e-safety.","['case', 'set', 'standard', 'form', 'basi']",{'standard'},Y
88,Operators  in  the sector are  therefore  encouraged  to  put  in  place  measures  that  protect  the  privacy  and  personal  data  of  children especially while respecting their right to free speech online.,"['oper', 'sector', 'therefor', 'encourag', 'put', 'place', 'measur', 'protect', 'privaci', 'person', 'data', 'children', 'especi', 'respect', 'right', 'free', 'speech', 'onlin']",{'measur'},Y
89,They are also encouraged to  make their safety measures known to the general public particularly parents and children in easy- to-understand  language.,"['also', 'encourag', 'make', 'safeti', 'measur', 'known', 'gener', 'public', 'particularli', 'parent', 'children', 'languag']",{'measur'},Y
90,"They  must  also  provide  procedures  for  reporting  online  abuse  of  children,  including  the  setting  up  of  hotlines  just  for  COP  issues.","['must', 'also', 'provid', 'procedur', 'report', 'onlin', 'abus', 'children', 'includ', 'set', 'hotlin', 'cop', 'issu']",{'includ'},Y
