No.,Sentence,StemWords,MatchWords,Use
45,The physical security of equipment is important to  consider as devices containing personal data could be  stolen in a break-in or lost whilst away from the office.,"['physic', 'secur', 'equip', 'import', 'consid', 'devic', 'contain', 'person', 'data', 'could', 'stolen', 'lost', 'whilst', 'away', 'offic']","{'secur', 'devic'}",Y
46,You should ensure that personal data on your systems  is protected against these types of threats.,"['ensur', 'person', 'data', 'system', 'protect', 'type', 'threat']",set(),N
47,You can also prevent or limit the severity of data  breaches by separating or limiting access between your  network components.,"['also', 'prevent', 'limit', 'sever', 'data', 'breach', 'separ', 'limit', 'access', 'network', 'compon']","{'network', 'access'}",Y
48,"For example, if you can confine  the processing of personal data to a specific section of  your network you may be able to reduce the scope of  the required security measures.","['exampl', 'confin', 'process', 'person', 'data', 'specif', 'section', 'network', 'may', 'abl', 'reduc', 'scope', 'requir', 'secur', 'measur']","{'secur', 'measur', 'network', 'requir'}",Y
49,You also need to ensure that the same level of security  is applied to personal data on devices being used away  from the office.,"['also', 'need', 'ensur', 'level', 'secur', 'appli', 'person', 'data', 'devic', 'use', 'away', 'offic']","{'secur', 'devic'}",Y
50,"Many data breaches arise from the  theft or loss of a device (eg laptop, mobile phone or  USB drive) but you should also consider the security  surrounding any data you send by email or post.","['mani', 'data', 'breach', 'aris', 'theft', 'loss', 'devic', 'eg', 'laptop', 'mobil', 'phone', 'usb', 'drive', 'also', 'consid', 'secur', 'surround', 'data', 'send', 'email', 'post']","{'secur', 'devic'}",Y
51,Allowing untrusted devices to connect to your network  or using work devices on untrusted networks outside  your office can also put personal data at risk.,"['allow', 'untrust', 'devic', 'connect', 'network', 'use', 'work', 'devic', 'untrust', 'network', 'outsid', 'offic', 'also', 'put', 'person', 'data', 'risk']","{'work', 'network', 'devic'}",Y
52,What can I do?,[],set(),N
53,You can increase the physical security of your office  including storing your servers in a separate room with  added protection.,"['increas', 'physic', 'secur', 'offic', 'includ', 'store', 'server', 'separ', 'room', 'ad', 'protect']","{'secur', 'includ'}",Y
54,"Back-up devices, CDs and USBs  should not be left unattended and should be locked  away when not in use.","['devic', 'cd', 'usb', 'left', 'unattend', 'lock', 'away', 'use']",{'devic'},Y
55,You can ensure that personal data is either not on the  device in the first place or that it has been appropriately  secured so that it cannot be accessed in the event   Secure your data on the move and in the office  9  of loss or theft.,"['ensur', 'person', 'data', 'either', 'devic', 'first', 'place', 'appropri', 'secur', 'access', 'event', 'secur', 'data', 'move', 'offic', 'loss', 'theft']","{'secur', 'access', 'devic'}",Y
56,Good access control systems and  encryption will help here.,"['good', 'access', 'control', 'system', 'encrypt', 'help']","{'control', 'access'}",Y
57,Encryption is a means of ensuring that data can only  be accessed by authorised users.,"['encrypt', 'mean', 'ensur', 'data', 'access', 'authoris', 'user']",{'access'},Y
58,"Typically, a (strong)  password is required to ‘unlock’ the data.","['typic', 'strong', 'password', 'requir', 'unlock', 'data']",{'requir'},Y
59,You can find  more information on choosing the right encryption on  our website.,"['find', 'inform', 'choos', 'right', 'encrypt', 'websit']",{'inform'},Y
60,Encryption comes in many different forms and offers  protection under different circumstances.,"['encrypt', 'come', 'mani', 'differ', 'form', 'offer', 'protect', 'differ', 'circumst']",set(),N
61,•  Full disk encryption means that all the data on    the computer is encrypted.,"['full', 'disk', 'encrypt', 'mean', 'data', 'comput', 'encrypt']",set(),N
62,•  File encryption means that individual files can    be encrypted.,"['file', 'encrypt', 'mean', 'individu', 'file', 'encrypt']",set(),N
63,•  Some software offers password protection to stop  people making changes to the data but this may   not stop a thief reading the data.,"['softwar', 'offer', 'password', 'protect', 'stop', 'peopl', 'make', 'chang', 'data', 'may', 'stop', 'thief', 'read', 'data']",set(),N
64,Make sure you   know exactly what protection you are applying to  your data.,"['make', 'sure', 'know', 'exactli', 'protect', 'appli', 'data']",set(),N
65,Some mobile devices support a remote disable or   wipe facility.,"['mobil', 'devic', 'support', 'remot', 'disabl', 'wipe', 'facil']",{'devic'},Y
66,"This allows you to send a signal to a   lost or stolen device to locate it and, if necessary,  securely delete all data.","['allow', 'send', 'signal', 'lost', 'stolen', 'devic', 'locat', 'necessari', 'secur', 'delet', 'data']","{'secur', 'devic'}",Y
67,Your devices will normally   need to be pre-registered to use a service like this.,"['devic', 'normal', 'need', 'use', 'servic', 'like']",{'devic'},Y
68,If you permit employees or other users to connect   their own devices to your network you will be   increasing the range of security risks and these   should also be addressed.,"['permit', 'employe', 'user', 'connect', 'devic', 'network', 'increas', 'rang', 'secur', 'risk', 'also', 'address']","{'secur', 'network', 'devic'}",Y
69,You can find more  information about these risks in the ICO’s guidance   on Bring Your Own Device (BYOD).,"['find', 'inform', 'risk', 'ico', 'guidanc', 'bring', 'devic', 'byod']","{'inform', 'devic'}",Y
70,10  Secure your data in the cloud  4  Secure your data in the cloud  What is the problem?,"['secur', 'data', 'cloud', 'secur', 'data', 'cloud', 'problem']",{'secur'},Y
71,"There are a wide range of online services,   many incorporated within today’s smartphones   and tablets that require users to transfer data to   remote computing facilities – commonly known as   the cloud.","['wide', 'rang', 'onlin', 'servic', 'mani', 'incorpor', 'within', 'today', 'smartphon', 'tablet', 'requir', 'user', 'transfer', 'data', 'remot', 'comput', 'facil', 'commonli', 'known', 'cloud']",{'requir'},Y
72,Processing data in the cloud represents a risk because  the personal data for which you are responsible will  leave your network and be processed in those systems  managed by your cloud provider.,"['process', 'data', 'cloud', 'repres', 'risk', 'person', 'data', 'respons', 'leav', 'network', 'process', 'system', 'manag', 'cloud', 'provid']","{'manag', 'network'}",Y
73,You therefore need   to assess the security measures that the cloud provider  has in place to ensure that they are appropriate.,"['therefor', 'need', 'assess', 'secur', 'measur', 'cloud', 'provid', 'place', 'ensur', 'appropri']","{'secur', 'measur'}",Y
74,What can I do?,[],set(),N
75,"Make sure you know what data is being stored in the  cloud as modern computing devices, especially those  targeted at consumers, can have cloud backup or   sync services switched on by default.","['make', 'sure', 'know', 'data', 'store', 'cloud', 'modern', 'comput', 'devic', 'especi', 'target', 'consum', 'cloud', 'backup', 'sync', 'servic', 'switch', 'default']",{'devic'},Y
76,Consider the use of two factor authentication   especially for remote access to your data in the cloud.,"['consid', 'use', 'two', 'factor', 'authent', 'especi', 'remot', 'access', 'data', 'cloud']",{'access'},Y
77,You can find more information about the use of   cloud services in the ICO’s Guidance on the use   of cloud computing.,"['find', 'inform', 'use', 'cloud', 'servic', 'ico', 'guidanc', 'use', 'cloud', 'comput']",{'inform'},Y
78,Back up your data  Back up your data  11  5  What is the problem?,"['back', 'data', 'back', 'data', 'problem']",set(),N
79,"If you were to suffer a disaster such as fire, flood or  theft you need to be able to get back up and running   as quickly as possible.","['suffer', 'disast', 'fire', 'flood', 'theft', 'need', 'abl', 'get', 'back', 'run', 'quickli', 'possibl']",set(),N
80,Loss of data is also a breach of  the DPA.,"['loss', 'data', 'also', 'breach', 'dpa']",set(),N
81,Malware can also disrupt the availability of access to  your data.,"['malwar', 'also', 'disrupt', 'avail', 'access', 'data']",{'access'},Y
82,Known as ‘ransomware’ this type of malware  can encrypt all your data and only provide you with the  means to decrypt the data after payment of a ransom.,"['known', 'ransomwar', 'type', 'malwar', 'encrypt', 'data', 'provid', 'mean', 'decrypt', 'data', 'payment', 'ransom']",set(),N
83,What can I do?,[],set(),N
84,"You need to have a robust data backup strategy in   place to protect against disasters but also malware,  such as ransomware.","['need', 'robust', 'data', 'backup', 'strategi', 'place', 'protect', 'disast', 'also', 'malwar', 'ransomwar']",set(),N
85,Back-ups should not be stored in a way that makes  them permanently visible to the rest of the network.,"['store', 'way', 'make', 'perman', 'visibl', 'rest', 'network']",{'network'},Y
86,If they are then they can be encrypted by malware or  the files accidentally deleted.,"['encrypt', 'malwar', 'file', 'accident', 'delet']",set(),N
87,At least one of your back-ups should be off-site.,"['least', 'one']",set(),N
88,12  Train your staff  6  Train your staff  What is the problem?,"['train', 'staff', 'train', 'staff', 'problem']",set(),N
89,Your employees may have a limited knowledge of cyber  security but they could be your final line of defence  against an attack.,"['employe', 'may', 'limit', 'knowledg', 'cyber', 'secur', 'could', 'final', 'line', 'defenc', 'attack']","{'secur', 'cyber'}",Y
90,Accidental disclosure or human error  is also a leading cause of breaches of personal data.,"['accident', 'disclosur', 'human', 'error', 'also', 'lead', 'caus', 'breach', 'person', 'data']",set(),N
91,This can be caused by simply sending an email to the  incorrect recipient or opening an email attachment  containing malware.,"['caus', 'simpli', 'send', 'email', 'incorrect', 'recipi', 'open', 'email', 'attach', 'contain', 'malwar']",set(),N
92,What can I do?,[],set(),N
93,Employees at all levels need to be aware of what  their roles and responsibilities are.,"['employe', 'level', 'need', 'awar', 'role', 'respons']",set(),N
94,Train your staff to  recognise threats such as phishing emails and other  malware or alerting them to the risks involved in  posting information relating to your business activities  on social networks.,"['train', 'staff', 'recognis', 'threat', 'phish', 'email', 'malwar', 'alert', 'risk', 'involv', 'post', 'inform', 'relat', 'busi', 'activ', 'social', 'network']","{'network', 'inform'}",Y
95,You should encourage general security awareness within  your organisation.,"['encourag', 'gener', 'secur', 'awar', 'within', 'organis']",{'secur'},Y
96,A security aware culture is likely to  identify security risks.,"['secur', 'awar', 'cultur', 'like', 'identifi', 'secur', 'risk']",{'secur'},Y
97,You should also keep your knowledge of threats up-to- date by reading security bulletins or newsletters from  organisations relevant to your business.,"['also', 'keep', 'knowledg', 'threat', 'date', 'read', 'secur', 'bulletin', 'newslett', 'organis', 'relev', 'busi']",{'secur'},Y
98,Keep an eye out for problems  Keep an eye out for problems  13  7  What is the problem?,"['keep', 'eye', 'problem', 'keep', 'eye', 'problem', 'problem']",set(),N
99,Cyber criminals or malware can attack your systems  and go unnoticed for a long time.,"['cyber', 'crimin', 'malwar', 'attack', 'system', 'go', 'unnot', 'long', 'time']",{'cyber'},Y
100,Many people only find  out they have been attacked when it is too late even  though the warning signs were there.,"['mani', 'peopl', 'find', 'attack', 'late', 'even', 'though', 'warn', 'sign']",set(),N
101,What can I do?,[],set(),N
102,"Check your security software messages, access control  logs and other reporting systems you have in place on a  regular basis.","['check', 'secur', 'softwar', 'messag', 'access', 'control', 'log', 'report', 'system', 'place', 'regular', 'basi']","{'secur', 'control', 'access'}",Y
103,You should also act on any alerts that are  issued by these monitoring services.,"['also', 'act', 'alert', 'issu', 'monitor', 'servic']",set(),N
104,Make sure you can check what software or services are  running on your network.,"['make', 'sure', 'check', 'softwar', 'servic', 'run', 'network']",{'network'},Y
105,Make sure you can identify if  there is something there which should not be.,"['make', 'sure', 'identifi', 'someth']",set(),N
106,Run regular vulnerability scans and penetration tests   to scan your systems for known vulnerabilities –   make sure you address any vulnerabilities identified.,"['run', 'regular', 'vulner', 'scan', 'penetr', 'test', 'scan', 'system', 'known', 'vulner', 'make', 'sure', 'address', 'vulner', 'identifi']",set(),N
107,14  Know what you should be doing  8  Know what you should be doing  What is the problem?,"['know', 'know', 'problem']",set(),N
108,A good policy will enable you to make sure you address  the risks in a consistent manner.,"['good', 'polici', 'enabl', 'make', 'sure', 'address', 'risk', 'consist', 'manner']",set(),N
109,Well written policies  should integrate well with business processes.,"['well', 'written', 'polici', 'integr', 'well', 'busi', 'process']",set(),N
110,"Some organisations do not have adequate levels of  protection because they are not correctly using the  security they already have, and are not always able to  spot when there is a problem.","['organis', 'adequ', 'level', 'protect', 'correctli', 'use', 'secur', 'alreadi', 'alway', 'abl', 'spot', 'problem']",{'secur'},Y
111,You should also consider  what actions you should put into place should you suffer  a data breach.,"['also', 'consid', 'action', 'put', 'place', 'suffer', 'data', 'breach']",set(),N
112,Good incident management can reduce  the damage and distress caused to individuals.,"['good', 'incid', 'manag', 'reduc', 'damag', 'distress', 'caus', 'individu']",{'manag'},Y
113,What can I do?,[],set(),N
114,Review what personal data you currently have and   the means of protection you have in place.,"['review', 'person', 'data', 'current', 'mean', 'protect', 'place']",set(),N
115,Make sure you are compliant with any industry  guidance or other legal requirements.,"['make', 'sure', 'compliant', 'industri', 'guidanc', 'legal', 'requir']","{'industri', 'requir'}",Y
116,Document the controls you have in place and identify  where you need to make improvements.,"['document', 'control', 'place', 'identifi', 'need', 'make', 'improv']",{'control'},Y
117,"Once any improvements are in place, continue to  monitor the controls and make adjustments   where necessary.","['improv', 'place', 'continu', 'monitor', 'control', 'make', 'adjust', 'necessari']",{'control'},Y
118,Consider the risks for each type of personal data   you hold and how you would manage a data breach.,"['consid', 'risk', 'type', 'person', 'data', 'hold', 'would', 'manag', 'data', 'breach']",{'manag'},Y
119,This way you can reduce the impact if the worst was   to happen.,"['way', 'reduc', 'impact', 'worst', 'happen']",set(),N
120,You should also have an acceptable-use policy and  training materials for staff so that they know their   data protection responsibilities.,"['also', 'polici', 'train', 'materi', 'staff', 'know', 'data', 'protect', 'respons']",set(),N
121,Minimise your data  Minimise your data  15  9  What is the problem?,"['minimis', 'data', 'minimis', 'data', 'problem']",set(),N
122,"The DPA says that personal data should be accurate,  up-to-date and kept for no longer than is necessary.","['dpa', 'say', 'person', 'data', 'accur', 'kept', 'longer', 'necessari']",set(),N
123,Over time you may have collected large amounts of  personal data.,"['time', 'may', 'collect', 'larg', 'amount', 'person', 'data']",set(),N
124,Some of this data may be out-of-date  and inaccurate or no longer useful.,"['data', 'may', 'inaccur', 'longer', 'use']",set(),N
125,What can I do?,[],set(),N
126,Decide if you still need the data.,"['decid', 'still', 'need', 'data']",set(),N
127,"If you do, make sure   it is stored in the right place.","['make', 'sure', 'store', 'right', 'place']",set(),N
128,"If you have data you need to keep for archive purposes  but don’t need to access regularly, move it to a more  secure location.","['data', 'need', 'keep', 'archiv', 'purpos', 'need', 'access', 'regularli', 'move', 'secur', 'locat']","{'secur', 'access'}",Y
129,This will help prevent unauthorised  access.,"['help', 'prevent', 'unauthoris', 'access']",{'access'},Y
130,"If you have data you really no longer need, you should  delete it.","['data', 'realli', 'longer', 'need', 'delet']",set(),N
131,This should be in line with your data retention  and disposal policies.,"['line', 'data', 'retent', 'dispos', 'polici']",set(),N
132,You might need specialist software  or assistance to do this securely.,"['might', 'need', 'specialist', 'softwar', 'assist', 'secur']",{'secur'},Y
133,16  Make sure your IT contractor is doing what they should be  10  Make sure your IT contractor is  doing what they should be  What is the problem?,"['make', 'sure', 'contractor', 'make', 'sure', 'contractor', 'problem']",set(),N
134,Many small businesses outsource some or all of their   IT requirements to a third party.,"['mani', 'small', 'busi', 'outsourc', 'requir', 'third', 'parti']",{'requir'},Y
135,You should be satisfied  that they are treating your data with at least the same  level of security as you would.,"['satisfi', 'treat', 'data', 'least', 'level', 'secur', 'would']",{'secur'},Y
136,What can I do?,[],set(),N
137,Ask for a security audit of the systems containing your  data.,"['ask', 'secur', 'audit', 'system', 'contain', 'data']",{'secur'},Y
138,This may help to identify vulnerabilities which  need to be addressed.,"['may', 'help', 'identifi', 'vulner', 'need', 'address']",set(),N
139,Review copies of the security assessments of your   IT provider.,"['review', 'copi', 'secur', 'assess', 'provid']",{'secur'},Y
140,"If appropriate, visit the premises of your IT provider to  make sure they are as you would expect.","['appropri', 'visit', 'premis', 'provid', 'make', 'sure', 'would', 'expect']",set(),N
141,Check the contracts you have in place.,"['check', 'contract', 'place']",set(),N
142,"They must be   in writing and must require your contractor to act only  on your instructions and comply with certain obligations  of the DPA Don’t overlook asset disposal – if you use a contractor  to erase data and dispose of or recycle your IT  equipment, make sure they do it adequately.","['must', 'write', 'must', 'requir', 'contractor', 'act', 'instruct', 'compli', 'certain', 'oblig', 'dpa', 'overlook', 'asset', 'dispos', 'use', 'contractor', 'eras', 'data', 'dispos', 'recycl', 'equip', 'make', 'sure', 'adequ']",{'requir'},Y
143,You may  be held responsible if personal data gathered by you is  extracted from your old IT equipment when it is resold.,"['may', 'held', 'respons', 'person', 'data', 'gather', 'extract', 'old', 'equip', 'resold']",set(),N
144,"Further reading  17  Further reading  As illustrated by the range of topics covered in this  guide, keeping an IT network safe and secure can be  a complex task and does require time, resource and  specialist knowledge.","['read', 'read', 'illustr', 'rang', 'topic', 'cover', 'guid', 'keep', 'network', 'safe', 'secur', 'complex', 'task', 'requir', 'time', 'resourc', 'specialist', 'knowledg']","{'secur', 'network', 'requir'}",Y
145,"However, there are a range of  organisations offering advice and guidance appropriate  to your business.","['howev', 'rang', 'organis', 'offer', 'advic', 'guidanc', 'appropri', 'busi']",set(),N
146,"Get Safe Online (www.getsafeonline.org)   A joint initiative between the government,   law enforcement, leading businesses and the public  sector to provide computer users and small businesses  with free, independent, user-friendly advice that will  allow them to use the internet  Cyber Street (www.cyberstreetwise.com)  Cyber Street is a cross-government campaign,   funded by the National Cyber Security Programme,   and delivered in partnership with the private and  voluntary sectors.","['get', 'safe', 'onlin', 'joint', 'initi', 'govern', 'law', 'enforc', 'lead', 'busi', 'public', 'sector', 'provid', 'comput', 'user', 'small', 'busi', 'free', 'independ', 'advic', 'allow', 'use', 'internet', 'cyber', 'street', 'cyber', 'street', 'campaign', 'fund', 'nation', 'cyber', 'secur', 'programm', 'deliv', 'partnership', 'privat', 'voluntari', 'sector']","{'internet', 'secur', 'cyber'}",Y
147,"The campaign is led by the Home  Office, working closely with the Department for  Business, Innovation and Skills and the Cabinet Office.","['campaign', 'led', 'home', 'offic', 'work', 'close', 'depart', 'busi', 'innov', 'skill', 'cabinet', 'offic']",{'work'},Y
148,Cyber Essentials (www.gov.uk/government/ publications/cyber-essentials-scheme-overview)  The Cyber Essentials scheme provides businesses  small and large with clarity on good basic cyber  security practice.,"['cyber', 'essenti', 'cyber', 'essenti', 'scheme', 'provid', 'busi', 'small', 'larg', 'clariti', 'good', 'basic', 'cyber', 'secur', 'practic']","{'practic', 'secur', 'cyber'}",Y
149,"By focusing on basic cyber hygiene,  your company will be better protected from the most  common cyber threats.","['focus', 'basic', 'cyber', 'hygien', 'compani', 'better', 'protect', 'common', 'cyber', 'threat']",{'cyber'},Y
150,Cyber Essentials is mandatory  for central government contracts advertised after   1 October 2014 that involve handling personal  information and providing certain ICT products  and services.,"['cyber', 'essenti', 'mandatori', 'central', 'govern', 'contract', 'advertis', 'octob', 'involv', 'handl', 'person', 'inform', 'provid', 'certain', 'ict', 'product', 'servic']","{'cyber', 'inform'}",Y
151,It has been developed as part of the  UK’s National Cyber Security Programme in close  consultation with industry.,"['develop', 'part', 'uk', 'nation', 'cyber', 'secur', 'programm', 'close', 'consult', 'industri']","{'secur', 'develop', 'cyber', 'industri'}",Y
152,18  Further reading  10 Steps to Cyber Security (https://www.gov.uk/ government/publications/cyber-risk-management-a- board-level-responsibility)   The 10 Steps define and communicate an Information  Risk Management Regime which can provide protection  against cyber attacks.,"['read', 'step', 'cyber', 'secur', 'http', 'step', 'defin', 'commun', 'inform', 'risk', 'manag', 'regim', 'provid', 'protect', 'cyber', 'attack']","{'secur', 'manag', 'cyber', 'inform'}",Y
