No.,Sentence,StemWords,MatchWords,Use
10,3  The Current Landscape  ?,"['current', 'landscap']",set(),N
11,?,[],set(),N
12,?,[],set(),N
13,?,[],set(),N
14,Public and private sector enterprises today are highly  dependent on information systems to carry out their  missions and business functions.,"['public', 'privat', 'sector', 'enterpris', 'today', 'highli', 'depend', 'inform', 'system', 'carri', 'mission', 'busi', 'function']",{'inform'},Y
15,"Developments in ICS have seen these traditionally closed  systems become open and internet-connected, thus  putting the national services critical infrastructure at risk.","['develop', 'ic', 'seen', 'tradit', 'close', 'system', 'becom', 'open', 'thu', 'put', 'nation', 'servic', 'critic', 'infrastructur', 'risk']",{'develop'},Y
16,"To achieve mission and business success, enterprise  information systems must be dependable in the face of  serious cyber threats.","['achiev', 'mission', 'busi', 'success', 'enterpris', 'inform', 'system', 'must', 'depend', 'face', 'seriou', 'cyber', 'threat']","{'cyber', 'inform'}",Y
17,"To achieve information system dependability, the systems  must be appropriately protected.","['achiev', 'inform', 'system', 'depend', 'system', 'must', 'appropri', 'protect']",{'inform'},Y
18,© 2008 The MITRE Corporation.,"['mitr', 'corpor']",set(),N
19,All rights Reserved.,"['right', 'reserv']",set(),N
20,"4  The Threat Situation  ¦ ICS are becoming more open making them vulnerable to   intentional and unintentional cyber threats  ¦ Effects of errors and omissions increasingly catastrophic ¦ Attacks are organized, disciplined, aggressive, and well   resourced; many are extremely sophisticated  ¦ Adversaries are nation states, terrorist groups, criminals,   hackers, and individuals or groups with intentions of  compromising information systems  ¦ Significant exfiltration of critical and sensitive information   and implantation of malicious software occurring on a  regular basis   ¦ Largely untutored work force with little interest in IT security ¦ ICS community diverse using different protocols (many   archaic)  © 2008 The MITRE Corporation.","['threat', 'situat', 'ic', 'becom', 'open', 'make', 'vulner', 'intent', 'unintent', 'cyber', 'threat', 'effect', 'error', 'omiss', 'increasingli', 'catastroph', 'attack', 'organ', 'disciplin', 'aggress', 'well', 'resourc', 'mani', 'extrem', 'sophist', 'adversari', 'nation', 'state', 'terrorist', 'group', 'crimin', 'hacker', 'individu', 'group', 'intent', 'compromis', 'inform', 'system', 'signific', 'exfiltr', 'critic', 'sensit', 'inform', 'implant', 'malici', 'softwar', 'occur', 'regular', 'basi', 'larg', 'untutor', 'work', 'forc', 'littl', 'interest', 'secur', 'ic', 'commun', 'divers', 'use', 'differ', 'protocol', 'mani', 'archaic', 'mitr', 'corpor']","{'work', 'group', 'inform', 'secur', 'cyber', 'organ'}",Y
21,All rights Reserved.,"['right', 'reserv']",set(),N
22,"5  NIST ICS Project Deliverables  ¦ Support public & private sectors, and standards organizations   that want to use NIST Standards & Guidelines for ICS  ¦ Evolve SP 800-53 Recommended Security Controls for Federal   Information Systems to better address ICS – Revision 2 published December 2007  ¦ Develop SP 800-82 Guide to Supervisory Control and Data   Acquisition (SCADA) and Industrial Control System Security – Second draft September 2007 – Final in 2008  © 2008 The MITRE Corporation.","['nist', 'ic', 'project', 'deliver', 'support', 'public', 'privat', 'sector', 'standard', 'organ', 'want', 'use', 'nist', 'standard', 'guidelin', 'ic', 'evolv', 'sp', 'recommend', 'secur', 'control', 'feder', 'inform', 'system', 'better', 'address', 'ic', 'revis', 'publish', 'decemb', 'develop', 'sp', 'guid', 'supervisori', 'control', 'data', 'acquisit', 'scada', 'industri', 'control', 'system', 'secur', 'second', 'draft', 'septemb', 'final', 'mitr', 'corpor']","{'industri', 'organ', 'control', 'inform', 'standard', 'develop', 'secur'}",Y
23,All rights Reserved.,"['right', 'reserv']",set(),N
24,"6  Case Study Overview  ¦ Examine actual control system cyber event  – Resulted in significant environmental and economic damage – Malicious attack by knowledgeable insider, who had been a   trusted contractor employee  – Timelines, control system response, and control system   policies   ¦ Identify operating policies and procedures that were missing or   had readily identifiable cyber security vulnerabilities   ¦ Identify NIST SP 800-53 management, operational, and technical  safeguards or countermeasures that, if implemented, could have  prevented or ameliorated the event   © 2008 The MITRE Corporation.","['case', 'studi', 'overview', 'examin', 'actual', 'control', 'system', 'cyber', 'event', 'result', 'signific', 'environment', 'econom', 'damag', 'malici', 'attack', 'knowledg', 'insid', 'trust', 'contractor', 'employe', 'timelin', 'control', 'system', 'respons', 'control', 'system', 'polici', 'identifi', 'oper', 'polici', 'procedur', 'miss', 'readili', 'identifi', 'cyber', 'secur', 'vulner', 'identifi', 'nist', 'sp', 'manag', 'oper', 'technic', 'safeguard', 'countermeasur', 'implement', 'could', 'prevent', 'amelior', 'event', 'mitr', 'corpor']","{'control', 'implement', 'manag', 'cyber', 'secur'}",Y
25,All rights Reserved.,"['right', 'reserv']",set(),N
26,"7  Attack Synopsis  ¦ Vitek Boden worked for Hunter Watertech, an Australian   firm that installed SCADA radio-controlled sewage  equipment for the Maroochy Shire Council in Queensland,  Australia (a rural area of great natural beauty and a tourist  destination ) – Applied for a job with the Maroochy Shire Council  – Walked away from a ?strained relationship?","['attack', 'synopsi', 'vitek', 'boden', 'work', 'hunter', 'watertech', 'australian', 'firm', 'instal', 'scada', 'sewag', 'equip', 'maroochi', 'shire', 'council', 'queensland', 'australia', 'rural', 'area', 'great', 'natur', 'beauti', 'tourist', 'destin', 'appli', 'job', 'maroochi', 'shire', 'council', 'walk', 'away', 'strain', 'relationship']",{'work'},Y
27,"with Hunter   Watertech  – The Council decided not to hire him  – Boden decided to get even with both the Council and his   former employer  ¦ On at least 46 occasions issued radio commands to the   sewage equipment  – Caused 800,000 liters of raw sewage to spill out into local   parks, rivers and even the grounds of a Hyatt Regency hotel    – Marine life died, the creek water turned black and the stench   was unbearable for residents  © 2008 The MITRE Corporation.","['hunter', 'watertech', 'council', 'decid', 'hire', 'boden', 'decid', 'get', 'even', 'council', 'former', 'employ', 'least', 'occas', 'issu', 'radio', 'command', 'sewag', 'equip', 'caus', 'liter', 'raw', 'sewag', 'spill', 'local', 'park', 'river', 'even', 'ground', 'hyatt', 'regenc', 'hotel', 'marin', 'life', 'die', 'creek', 'water', 'turn', 'black', 'stench', 'unbear', 'resid', 'mitr', 'corpor']",set(),N
28,All rights Reserved.,"['right', 'reserv']",set(),N
29,"8  Time Line  ¦ 1997-December 1999 – Boden employed by Hunter Watertech ¦ December 3, 1999 – Boden resigns from Hunter Watertech ¦ Early December 1999 – Boden seeks City Council employment ¦ Early January 2000 – Boden turned down ¦ February 9-April 23, 2000 – SCADA system experiences series of   faults  ¦ March 16, 2000 – Hunter Watertech investigator tried to   troubleshoot system  ¦ April 19, 2000 – Log indicates system program had been run at   least 31 times   ¦ April 23, 2000 – Boden disabled alarms at four pumping stations   using the identification of pumping station 4.","['time', 'line', 'boden', 'employ', 'hunter', 'watertech', 'decemb', 'boden', 'resign', 'hunter', 'watertech', 'earli', 'decemb', 'boden', 'seek', 'citi', 'council', 'employ', 'earli', 'januari', 'boden', 'turn', 'februari', 'scada', 'system', 'experi', 'seri', 'fault', 'march', 'hunter', 'watertech', 'investig', 'tri', 'troubleshoot', 'system', 'april', 'log', 'indic', 'system', 'program', 'run', 'least', 'time', 'april', 'boden', 'disabl', 'alarm', 'four', 'pump', 'station', 'use', 'identif', 'pump', 'station']",set(),N
30,"¦ April 23, 2000 – Boden pulled over by police with computer   equipment in car  ¦ October 31, 2001 – Boden convicted in trial – sentenced to 2 years ¦ March 21, 2002 – Appeal rejected  © 2008 The MITRE Corporation.","['april', 'boden', 'pull', 'polic', 'comput', 'equip', 'car', 'octob', 'boden', 'convict', 'trial', 'sentenc', 'year', 'march', 'appeal', 'reject', 'mitr', 'corpor']",set(),N
31,All rights Reserved.,"['right', 'reserv']",set(),N
32,"9  Evidence Found in Boden’s Vehicle   ¦ Laptop  – Reloaded February 28, 2000  – Software used in the sewerage system (re)installed February 29    o Run at least 31 times prior to April 19 o Last run on April 23  ¦ Motorola M120 two-way radio same type used in the Council’s   system – Tuned into the frequencies of the repeater stations  – Serial numbers matched delivery docket provided by the supplier   of the radios to Hunter Watertech  ¦ PDS Compact 500 computer control device  – Address set to spoof pumping station  – Serial number identified it as a device which should have been in   the possession of Hunter Watertech  © 2008 The MITRE Corporation.","['evid', 'found', 'boden', 'vehicl', 'laptop', 'reload', 'februari', 'softwar', 'use', 'sewerag', 'system', 'instal', 'februari', 'run', 'least', 'time', 'prior', 'april', 'last', 'run', 'april', 'motorola', 'radio', 'type', 'use', 'council', 'system', 'tune', 'frequenc', 'repeat', 'station', 'serial', 'number', 'match', 'deliveri', 'docket', 'provid', 'supplier', 'radio', 'hunter', 'watertech', 'pd', 'compact', 'comput', 'control', 'devic', 'address', 'set', 'spoof', 'pump', 'station', 'serial', 'number', 'identifi', 'devic', 'possess', 'hunter', 'watertech', 'mitr', 'corpor']","{'control', 'devic'}",Y
33,All rights Reserved.,"['right', 'reserv']",set(),N
34,10  Observations (1/2)  ¦ Boden was an insider who was never an employee of the   organization he attacked – Employee of contractor that supplied IT/control system technology  – With his knowledge he was the ?ultimate insider?,"['observ', 'boden', 'insid', 'never', 'employe', 'organ', 'attack', 'employe', 'contractor', 'suppli', 'system', 'technolog', 'knowledg', 'ultim', 'insid']","{'organ', 'technolog'}",Y
35,"¦ Contractor’s responsibilities unstated or inadequate   – Management, technical and operational cyber security controls  – Personnel security controls   o Background investigations o Protection from disgruntled employees  ¦ As a skillful adversary, Boden was able to disguise his actions  – A number of anomalous events occurred before recognition that the   incidents were intentional  – Extensive digital forensics were required to determine that a   deliberate attack was underway   ¦ No existing cyber security policies or procedures ¦ No cyber security defenses  © 2008 The MITRE Corporation.","['contractor', 'respons', 'unstat', 'inadequ', 'manag', 'technic', 'oper', 'cyber', 'secur', 'control', 'personnel', 'secur', 'control', 'background', 'investig', 'protect', 'disgruntl', 'employe', 'skill', 'adversari', 'boden', 'abl', 'disguis', 'action', 'number', 'anomal', 'event', 'occur', 'recognit', 'incid', 'intent', 'extens', 'digit', 'forens', 'requir', 'determin', 'deliber', 'attack', 'underway', 'exist', 'cyber', 'secur', 'polici', 'procedur', 'cyber', 'secur', 'defens', 'mitr', 'corpor']","{'control', 'requir', 'manag', 'cyber', 'secur'}",Y
36,All rights Reserved.,"['right', 'reserv']",set(),N
37,"11  Observations (2/2)  ¦ Difficult to differentiate attacks from malfunctions  ¦ When/why is it important to determine whether intentional   attack, or unintentional flaw or error?","['observ', 'difficult', 'differenti', 'attack', 'malfunct', 'import', 'determin', 'whether', 'intent', 'attack', 'unintent', 'flaw', 'error']",set(),N
38,¦ Difficult to protect against insider attacks ¦ Radio communications commonly used in SCADA systems are   often insecure or improperly configured  ¦ SCADA devices and software should be secured to the extent   possible using physical and logical controls  ¦ Security controls often not implemented or used properly ¦ Generally SCADA systems lack adequate logging mechanisms   for forensic purposes  ¦ Also recommended   • Anti-virus  ?,"['difficult', 'protect', 'insid', 'attack', 'radio', 'commun', 'commonli', 'use', 'scada', 'system', 'often', 'insecur', 'improperli', 'configur', 'scada', 'devic', 'softwar', 'secur', 'extent', 'possibl', 'use', 'physic', 'logic', 'control', 'secur', 'control', 'often', 'implement', 'use', 'properli', 'gener', 'scada', 'system', 'lack', 'adequ', 'log', 'mechan', 'forens', 'purpos', 'also', 'recommend']","{'secur', 'implement', 'control', 'devic'}",Y
39,Firewall protection   ?,"['firewal', 'protect']",set(),N
40,Appropriate use of encryption  • Upgrade-able SCADA systems (from a security perspective)  • Proper staff training  ?,"['appropri', 'use', 'encrypt', 'scada', 'system', 'secur', 'perspect', 'proper', 'staff', 'train']",{'secur'},Y
41,Security auditing and control.,"['secur', 'audit', 'control']","{'secur', 'control'}",Y
42,© 2008 The MITRE Corporation.,"['mitr', 'corpor']",set(),N
43,All rights Reserved.,"['right', 'reserv']",set(),N
44,"12  SP 800-53 Security Control Classes, Families,  and Identifiers   © 2008 The MITRE Corporation.","['sp', 'secur', 'control', 'class', 'famili', 'identifi', 'mitr', 'corpor']","{'secur', 'control'}",Y
45,All rights Reserved.,"['right', 'reserv']",set(),N
46,"13  IDENTIFIER FAMILY CLASS  AC Access Control Technical AT Awareness and Training Operational AU Audit and Accountability Technical CA Certification, Accreditation, and Security Assessments Management CM Configuration Management Operational CP Contingency Planning Operational IA Identification and Authentication Technical IR Incident Response Operational MA Maintenance Operational MP Media Protection Operational PE Physical and Environmental Protection Operational PL Planning Management PS Personnel Security Operational RA Risk Assessment Management SA System and Services Acquisition Management SC System and Communications Protection Technical SI System and Information Integrity Operational  SP 800-53 Pervasive Cyber Security  Prophylactic Controls  PROBLEM  CONTROL FAMILY  Policy and Procedures The first control in every control family   addresses policy and procedure.","['identifi', 'famili', 'class', 'ac', 'access', 'control', 'technic', 'awar', 'train', 'oper', 'au', 'audit', 'account', 'technic', 'ca', 'certif', 'accredit', 'secur', 'assess', 'manag', 'cm', 'configur', 'manag', 'oper', 'cp', 'conting', 'plan', 'oper', 'ia', 'identif', 'authent', 'technic', 'ir', 'incid', 'respons', 'oper', 'mainten', 'oper', 'mp', 'media', 'protect', 'oper', 'pe', 'physic', 'environment', 'protect', 'oper', 'pl', 'plan', 'manag', 'ps', 'personnel', 'secur', 'oper', 'ra', 'risk', 'assess', 'manag', 'sa', 'system', 'servic', 'acquisit', 'manag', 'sc', 'system', 'commun', 'protect', 'technic', 'si', 'system', 'inform', 'integr', 'oper', 'sp', 'pervas', 'cyber', 'secur', 'prophylact', 'control', 'problem', 'control', 'famili', 'polici', 'procedur', 'first', 'control', 'everi', 'control', 'famili', 'address', 'polici', 'procedur']","{'control', 'inform', 'manag', 'cyber', 'secur', 'access'}",Y
47,Personnel Security  Personnel Security (PS)  Hardware & Software  System and Services Acquisition (SA)  Awareness and  Training  Audit  Awareness and Training (AT)   Audit and Accountability (AU)   Contingency Planning Contingency Planning (CP)  Incident Response  Incident Response (IR)  Cryptographic  Protection  System and Communications Protection   (SC)  © 2008 The MITRE Corporation.,"['personnel', 'secur', 'personnel', 'secur', 'ps', 'hardwar', 'softwar', 'system', 'servic', 'acquisit', 'sa', 'awar', 'train', 'audit', 'awar', 'train', 'audit', 'account', 'au', 'conting', 'plan', 'conting', 'plan', 'cp', 'incid', 'respons', 'incid', 'respons', 'ir', 'cryptograph', 'protect', 'system', 'commun', 'protect', 'sc', 'mitr', 'corpor']",{'secur'},Y
48,All rights Reserved.,"['right', 'reserv']",set(),N
49,"14  Security Policy and Procedures  ¦ SP 800-53 policy and procedure controls  – The first control in every control family is policy and procedure  – The organization develops, disseminates, and periodically   reviews/updates:   o a formal, documented, <family> policy that addresses   purpose, scope, roles, responsibilities, management  commitment, coordination among organizational entities,  and compliance  oformal, documented procedures to facilitate the   implementation of the <family> policy and associated  <family> controls.","['secur', 'polici', 'procedur', 'sp', 'polici', 'procedur', 'control', 'first', 'control', 'everi', 'control', 'famili', 'polici', 'procedur', 'organ', 'develop', 'dissemin', 'period', 'formal', 'document', 'famili', 'polici', 'address', 'purpos', 'scope', 'role', 'respons', 'manag', 'commit', 'coordin', 'among', 'organiz', 'entiti', 'complianc', 'oform', 'document', 'procedur', 'facilit', 'implement', 'famili', 'polici', 'associ', 'famili', 'control']","{'control', 'implement', 'manag', 'secur', 'develop', 'organ'}",Y
50,© 2008 The MITRE Corporation.,"['mitr', 'corpor']",set(),N
51,All rights Reserved.,"['right', 'reserv']",set(),N
52,15  Personnel Security (PS)  ¦ No personnel security requirements on contractor  PS-1 Personnel Security Policy and   PS-5  Personnel Transfer  Procedures  PS-2 Position Categorization  PS-6  Access Agreements  PS-3 Personnel Screening  PS-7  Third-Party Personnel Security  PS-4 Personnel Termination  PS-8  Personnel Sanctions  ¦ PS-7 identifies need for contractual obligations  ¦ Other controls candidates for inclusion  - Key personnel clause  – Sometime contractors treated same as employees  – Example: PS-4 exit interview might have identified   potential malicious action  Controls that would have helped are underlined  © 2008 The MITRE Corporation.,"['personnel', 'secur', 'ps', 'personnel', 'secur', 'requir', 'contractor', 'personnel', 'secur', 'polici', 'personnel', 'transfer', 'procedur', 'posit', 'categor', 'access', 'agreement', 'personnel', 'screen', 'personnel', 'secur', 'personnel', 'termin', 'personnel', 'sanction', 'identifi', 'need', 'contractu', 'oblig', 'control', 'candid', 'inclus', 'key', 'personnel', 'claus', 'sometim', 'contractor', 'treat', 'employe', 'exampl', 'exit', 'interview', 'might', 'identifi', 'potenti', 'malici', 'action', 'control', 'would', 'help', 'underlin', 'mitr', 'corpor']","{'secur', 'control', 'access', 'requir'}",Y
53,All rights Reserved.,"['right', 'reserv']",set(),N
54,16  System and Services Acquisition (SA)  ¦ Contractor supplied hardware & software ¦ No indication that any System and Services Acquisition   family (SA) controls were in contract  SA-1 System and Services  Acquisition Policy and Procedures  SA-7 User Installed Software  SA-2 Allocation of Resources  SA-8 Security Engineering Principles  SA-3  Life Cycle Support  SA-9 External Information System   SA-4 Acquisitions  SA-10 Developer Configuration   Services  SA-5  Information System  Documentation  SA-6 Software Usage Restrictions  Management  SA-11 Developer Security Testing  ¦ Example SA-11 required tests for resistance to penetration  © 2008 The MITRE Corporation.,"['system', 'servic', 'acquisit', 'sa', 'contractor', 'suppli', 'hardwar', 'softwar', 'indic', 'system', 'servic', 'acquisit', 'famili', 'sa', 'control', 'contract', 'system', 'servic', 'acquisit', 'polici', 'procedur', 'user', 'instal', 'softwar', 'alloc', 'resourc', 'secur', 'engin', 'principl', 'life', 'cycl', 'support', 'extern', 'inform', 'system', 'acquisit', 'develop', 'configur', 'servic', 'inform', 'system', 'document', 'softwar', 'usag', 'restrict', 'manag', 'develop', 'secur', 'test', 'exampl', 'requir', 'test', 'resist', 'penetr', 'mitr', 'corpor']","{'control', 'inform', 'requir', 'manag', 'develop', 'secur'}",Y
55,All rights Reserved.,"['right', 'reserv']",set(),N
56,"17  Awareness and Training (AT)  ¦ No security training had been provided to staff  AT-1  AT-2  Security Awareness and  Training Policy and  Procedures Security Awareness  AT-3  Security Training  AT-4  Security Training Records  AT-5  Contacts with Security Groups  and Associations  ¦ People are one of the weakest links in cyber security  ¦ Robust awareness and training program is paramount to ensuring that   people understand cyber security responsibilities, organizational policies,  and how to properly use and protect the resources entrusted to them  ¦ All individuals should receive specialized training focused on their   responsibilities and the application rules   © 2008 The MITRE Corporation.","['awar', 'train', 'secur', 'train', 'provid', 'staff', 'secur', 'awar', 'train', 'polici', 'procedur', 'secur', 'awar', 'secur', 'train', 'secur', 'train', 'record', 'contact', 'secur', 'group', 'associ', 'peopl', 'one', 'weakest', 'link', 'cyber', 'secur', 'robust', 'awar', 'train', 'program', 'paramount', 'ensur', 'peopl', 'understand', 'cyber', 'secur', 'respons', 'organiz', 'polici', 'properli', 'use', 'protect', 'resourc', 'entrust', 'individu', 'receiv', 'special', 'train', 'focus', 'respons', 'applic', 'rule', 'mitr', 'corpor']","{'secur', 'group', 'cyber'}",Y
57,All rights Reserved.,"['right', 'reserv']",set(),N
58,"18  Audit (AU)  ¦ System lacked sufficient audit capability ¦ Audit supports other control families such as incident response,   access control, and flaw remediation.","['audit', 'au', 'system', 'lack', 'suffici', 'audit', 'capabl', 'audit', 'support', 'control', 'famili', 'incid', 'respons', 'access', 'control', 'flaw', 'remedi']","{'control', 'access'}",Y
59,"AU-1  AU-2  Audit and Accountability  Policy and Procedures Auditable Events  AU-3  Content of Audit Records  AU-7 Audit Reduction and Report   AU-8  AU-9  Generation Time Stamps  Protection of Audit  Information  AU-4  Audit Storage Capacity  AU-10 Non-repudiation  AU-5  AU-6  Response to Audit  Processing Failures Audit Monitoring, Analysis,  and Reporting  AU-11 Audit Record Retention  ¦ Recording and analyzing remote access might have led to   quicker determination of malicious activity  © 2008 The MITRE Corporation.","['audit', 'account', 'polici', 'procedur', 'audit', 'event', 'content', 'audit', 'record', 'audit', 'reduct', 'report', 'gener', 'time', 'stamp', 'protect', 'audit', 'inform', 'audit', 'storag', 'capac', 'respons', 'audit', 'process', 'failur', 'audit', 'monitor', 'analysi', 'report', 'audit', 'record', 'retent', 'record', 'analyz', 'remot', 'access', 'might', 'led', 'quicker', 'determin', 'malici', 'activ', 'mitr', 'corpor']","{'inform', 'access'}",Y
60,All rights Reserved.,"['right', 'reserv']",set(),N
61,"19  Contingency Planning (CP)  ¦ All the analysis indicates that there were no plans to deal   with an emergency or system disruption  CP-1  CP-2  Contingency Planning Policy  and Procedures Contingency Plan  CP-3  Contingency Training  CP-4  CP-5  Contingency Plan Testing  and Exercises Contingency Plan Update  CP-6 Alternate Storage Site  CP-7 Alternate Processing Site  CP-8  CP-9  Telecommunications  Services Information System Backup  CP-10 Information System Recovery   and Reconstitution ¦ Existing plans for dealing with natural disasters and   equipment breakdowns should be augmented for deliberate  attacks, physical and cyber  © 2008 The MITRE Corporation.","['conting', 'plan', 'cp', 'analysi', 'indic', 'plan', 'deal', 'emerg', 'system', 'disrupt', 'conting', 'plan', 'polici', 'procedur', 'conting', 'plan', 'conting', 'train', 'conting', 'plan', 'test', 'exercis', 'conting', 'plan', 'updat', 'altern', 'storag', 'site', 'altern', 'process', 'site', 'telecommun', 'servic', 'inform', 'system', 'backup', 'inform', 'system', 'recoveri', 'reconstitut', 'exist', 'plan', 'deal', 'natur', 'disast', 'equip', 'breakdown', 'augment', 'deliber', 'attack', 'physic', 'cyber', 'mitr', 'corpor']","{'cyber', 'inform'}",Y
62,All rights Reserved.,"['right', 'reserv']",set(),N
63,20  Incident Response (IR)  ¦ Response to the sewerage discharge was ad hoc  – Considerable time elapsed during troubleshooting before malicious intent   was considered  IR-1  IR-2  IR-3  Incident Response Policy  and Procedures  IR-5  Incident Monitoring  Incident Response Training IR-6  Incident Reporting  Incident Response Testing  and Exercises  IR-7  Incident Response  Assistance  IR-4  Incident Handling  ¦ All incident response controls contribute to  - Rapidly detecting incidents - Minimizing loss and destruction - Mitigating the weaknesses that were exploited - Restoring services - Apprehending malefactors  © 2008 The MITRE Corporation.,"['incid', 'respons', 'ir', 'respons', 'sewerag', 'discharg', 'ad', 'hoc', 'consider', 'time', 'elaps', 'troubleshoot', 'malici', 'intent', 'consid', 'incid', 'respons', 'polici', 'procedur', 'incid', 'monitor', 'incid', 'respons', 'train', 'incid', 'report', 'incid', 'respons', 'test', 'exercis', 'incid', 'respons', 'assist', 'incid', 'handl', 'incid', 'respons', 'control', 'contribut', 'rapidli', 'detect', 'incid', 'minim', 'loss', 'destruct', 'mitig', 'weak', 'exploit', 'restor', 'servic', 'apprehend', 'malefactor', 'mitr', 'corpor']",{'control'},Y
64,All rights Reserved.,"['right', 'reserv']",set(),N
65,"21  System and Communications Protection (SC)  ¦ Cryptographic protection recommended  - Supports identification and authentication (I&A)  SC-1 System and Communications   SC-13 Use of Cryptography  Protection Policy and Procedures Transmission Confidentiality  SC-9  SC-17 Public Key Infrastructure   Certificates  ¦ Recent U.S. government policy ¦ Protection of Sensitive Agency Information, OMB M-06-16,   June 23, 2006, specifies - Full disk encryption - Two factor authentication   Other SC controls not relevant to cryptography  © 2008 The MITRE Corporation.","['system', 'commun', 'protect', 'sc', 'cryptograph', 'protect', 'recommend', 'support', 'identif', 'authent', 'system', 'commun', 'use', 'cryptographi', 'protect', 'polici', 'procedur', 'transmiss', 'confidenti', 'public', 'key', 'infrastructur', 'certif', 'recent', 'govern', 'polici', 'protect', 'sensit', 'agenc', 'inform', 'omb', 'june', 'specifi', 'full', 'disk', 'encrypt', 'two', 'factor', 'authent', 'sc', 'control', 'relev', 'cryptographi', 'mitr', 'corpor']","{'control', 'inform'}",Y
66,All rights Reserved.,"['right', 'reserv']",set(),N
67,22  SP 800-53 Controls for Malicious Activities  MALICIOUS   CONTROL FAMILY  ACTIVITY  Issuing radio  commands  Access Control (AC) Identification and Authentication (IA)  Falsifying network  address  Sending false data  and instructions  Disabling alarms  Access Control (AC)  System and Information Integrity (SI)  © 2008 The MITRE Corporation.,"['sp', 'control', 'malici', 'activ', 'malici', 'control', 'famili', 'activ', 'issu', 'radio', 'command', 'access', 'control', 'ac', 'identif', 'authent', 'ia', 'falsifi', 'network', 'address', 'send', 'fals', 'data', 'instruct', 'disabl', 'alarm', 'access', 'control', 'ac', 'system', 'inform', 'integr', 'si', 'mitr', 'corpor']","{'network', 'control', 'inform', 'access'}",Y
68,All rights Reserved.,"['right', 'reserv']",set(),N
